,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
10782,Water,None,50,53,62,58,63,44,6,0,Ice,Water,90,60,70,75,70,45,3,0,1
10783,Ghost,Flying,150,80,44,90,54,80,4,0,Ghost,Fire,60,55,90,145,90,80,5,0,1
10784,Grass,Dark,70,70,40,60,40,60,3,0,Psychic,None,74,48,76,83,81,104,6,0,1
10785,Normal,Flying,100,123,75,57,75,80,5,0,Grass,None,56,61,65,48,45,38,6,0,0
10786,Rock,Ground,55,95,115,45,45,35,1,0,Fire,Steel,91,90,106,130,106,77,4,1,1
10787,Bug,None,77,85,51,55,51,65,4,0,Bug,Fire,85,60,65,135,105,100,5,0,1
10788,Flying,Dragon,85,70,80,97,80,123,6,0,Poison,None,60,85,69,65,79,80,1,0,0
10789,Dark,Ice,55,95,55,35,75,115,2,0,Grass,None,80,82,100,83,100,80,2,0,0
10790,Ghost,Poison,60,65,60,130,75,110,1,0,Normal,Flying,76,65,45,92,42,91,4,0,1
10791,Ice,None,55,70,40,60,40,40,5,0,Fight,Flying,78,92,75,74,63,118,6,0,1
10792,Electric,Water,50,65,107,105,107,86,4,0,Bug,Fire,55,85,55,50,55,60,5,0,0
10793,Water,Rock,74,108,133,83,65,32,5,0,Fairy,None,44,38,39,61,79,42,6,0,1
10794,Water,None,55,104,105,94,75,52,3,0,Grass,Poison,75,80,85,110,90,50,1,0,0
10795,Fire,Flying,78,84,78,109,85,100,1,0,Grass,None,100,100,100,100,100,100,4,1,1
10796,Normal,None,70,65,65,55,55,70,3,0,Ice,None,36,50,50,65,60,44,5,0,0
10797,Rock,Dark,100,164,150,95,120,71,2,0,Fairy,None,78,65,68,112,154,75,6,0,1
10798,Dragon,Fire,100,120,100,150,120,90,5,1,Fire,Fight,80,120,70,110,70,80,3,0,0
10799,Water,Ice,130,85,80,85,95,60,1,0,Normal,Flying,35,85,45,35,35,75,1,0,1
10800,Water,None,65,65,65,50,50,90,1,0,Fire,Psychic,105,30,105,140,105,55,5,0,0
10801,Grass,Poison,45,49,49,65,65,45,1,0,Water,None,130,70,35,70,35,60,3,0,1
10802,Water,None,71,73,88,120,89,59,6,0,Bug,Poison,40,60,40,40,40,30,2,0,0
10803,Psychic,None,75,125,70,125,70,115,4,1,Ghost,None,38,30,85,55,65,30,5,0,0
10804,Fire,None,75,95,67,125,95,83,4,0,Steel,Psychic,80,145,150,105,110,110,3,0,1
10805,Poison,Flying,75,80,70,65,75,90,1,0,Fairy,None,95,70,73,95,90,60,1,0,0
10806,Fire,None,65,130,60,95,110,65,1,0,Water,None,30,105,90,25,25,50,1,0,0
10807,Psychic,None,55,50,65,175,95,150,1,0,Normal,None,250,5,5,35,105,50,1,0,0
10808,Grass,Psychic,95,95,85,125,65,55,1,0,Poison,Flying,40,45,35,30,40,55,1,0,1
10809,Normal,None,75,80,60,65,90,102,6,0,Bug,Poison,40,55,99,40,79,47,5,0,0
10810,Electric,None,45,63,37,65,55,95,2,0,Water,Dark,95,155,109,70,130,81,1,0,0
10811,Normal,Flying,100,50,50,76,96,70,2,0,Poison,Flying,40,45,35,30,40,55,1,0,0
10812,Psychic,None,65,40,50,125,60,30,5,0,Dark,Dragon,72,85,70,65,70,58,5,0,1
10813,Water,Dark,70,140,70,110,65,105,3,0,Water,Psychic,95,75,80,100,110,30,2,0,0
10814,Fire,None,115,115,85,90,75,100,2,1,Poison,None,61,72,57,55,55,65,1,0,0
10815,Normal,None,255,10,10,75,135,55,2,0,Fairy,None,82,80,86,85,75,72,6,0,1
10816,Normal,Flying,80,115,80,65,55,93,5,0,Psychic,Flying,55,45,43,55,43,72,5,0,0
10817,Normal,Fairy,103,60,126,80,126,50,5,0,Grass,None,70,60,75,110,75,90,5,0,1
10818,Water,None,76,48,48,57,62,34,4,0,Grass,Dragon,70,110,75,145,85,145,3,0,1
10819,Fight,None,75,80,55,25,35,35,5,0,Normal,Flying,45,40,60,40,75,50,3,0,1
10820,Grass,Poison,69,55,45,55,55,15,5,0,Psychic,None,106,110,90,154,90,130,1,1,1
10821,Rock,None,97,165,60,65,50,58,4,0,Dark,Fire,45,60,30,80,50,65,2,0,1
10822,Electric,None,40,30,50,55,55,100,1,0,Grass,Dragon,70,110,75,145,85,145,3,0,1
10823,Water,None,65,80,80,59,63,58,2,0,Fire,Fight,80,120,70,110,70,80,3,0,1
10824,Normal,Fairy,90,30,15,40,20,15,2,0,Rock,None,85,135,130,60,80,25,5,0,1
10825,Dragon,None,77,120,90,60,90,48,5,0,Water,None,55,55,45,63,45,45,5,0,0
10826,Water,Psychic,95,75,80,100,110,30,2,0,Poison,None,80,95,82,60,82,75,5,0,1
10827,Ground,Flying,75,95,125,45,75,95,4,0,Water,Grass,40,30,30,40,50,30,3,0,0
10828,Psychic,None,106,150,70,194,120,140,1,1,Fire,None,70,90,45,15,45,50,5,0,0
10829,Water,None,44,48,65,50,64,43,1,0,Fight,None,45,85,50,55,50,65,5,0,1
10830,Grass,None,70,85,65,105,85,120,3,0,Electric,Grass,50,65,107,105,107,86,4,0,0
10831,Fairy,Flying,85,50,95,120,115,80,4,0,Psychic,Fairy,20,25,45,70,90,60,4,0,0
10832,Ghost,Dragon,150,120,100,120,100,90,4,1,Normal,Flying,65,90,65,61,61,100,1,0,1
10833,Electric,Fairy,67,58,57,81,67,101,6,0,Normal,Flying,60,30,30,36,56,50,2,0,0
10834,Grass,None,75,80,95,90,100,50,2,0,Steel,None,60,80,95,70,85,50,5,0,1
10835,Poison,Flying,40,45,35,30,40,55,1,0,Fire,None,40,40,40,70,40,20,2,0,0
10836,Ghost,None,64,165,75,93,83,75,3,0,Grass,Fairy,60,67,85,77,75,116,5,0,1
10837,Grass,Poison,45,49,49,65,65,45,1,0,Ghost,Grass,43,70,48,50,60,38,6,0,0
10838,Dark,Flying,126,131,95,131,98,99,6,1,Normal,Fairy,50,20,40,20,40,20,3,0,0
10839,Water,None,43,80,65,50,35,35,3,0,Bug,Poison,65,150,40,15,80,145,1,0,1
10840,Fire,None,50,53,48,53,48,64,5,0,Normal,None,55,66,44,44,56,85,4,0,1
10841,Electric,None,65,85,70,75,70,40,5,0,Steel,Ghost,59,110,150,45,49,35,6,0,1
10842,Dark,Ghost,50,85,125,85,115,20,3,0,Rock,Ground,55,95,115,45,45,35,1,0,1
10843,Normal,None,59,45,40,35,40,31,4,0,Bug,Fire,85,60,65,135,105,100,5,0,1
10844,Psychic,None,106,150,70,194,120,140,1,1,Normal,None,90,55,75,60,75,30,1,0,0
10845,Ghost,None,20,40,90,30,90,25,3,0,Electric,None,45,60,32,50,32,76,5,0,1
10846,Psychic,Fairy,68,85,65,165,135,100,3,0,Fight,None,75,125,75,30,75,85,5,0,0
10847,Normal,Flying,63,60,55,50,50,71,1,0,Water,None,50,53,62,58,63,44,6,0,0
10848,Normal,Flying,100,50,50,76,96,70,2,0,Dark,Flying,60,85,42,85,42,91,2,0,1
10849,Bug,None,50,35,55,25,25,15,3,0,Dark,None,35,55,35,30,30,35,3,0,1
10850,Grass,Poison,60,65,70,85,75,40,1,0,Normal,None,55,70,55,40,55,85,2,0,1
10851,Water,None,20,15,20,10,55,80,3,0,Electric,None,20,40,15,35,35,60,2,0,0
10852,Fight,None,65,105,60,60,70,95,1,0,Normal,Flying,100,123,75,57,75,80,5,0,0
10853,Bug,None,50,20,55,25,25,30,1,0,Bug,Poison,60,55,50,40,55,45,1,0,1
10854,Dragon,None,46,87,60,30,40,57,5,0,Psychic,None,70,55,95,95,110,65,5,0,1
10855,Grass,Flying,100,103,75,120,75,127,4,1,Dragon,None,41,64,45,50,50,50,1,0,0
10856,Ghost,Dragon,150,120,100,120,100,90,4,1,Ghost,None,45,100,135,65,135,45,4,0,0
10857,Dark,Dragon,72,85,70,65,70,58,5,0,Normal,None,80,80,80,55,55,90,3,0,1
10858,Psychic,Flying,106,90,130,90,154,110,2,1,Water,None,64,66,68,81,76,50,4,0,0
10859,Normal,None,255,10,10,75,135,55,2,0,Rock,Bug,75,125,100,70,80,45,3,0,1
10860,Water,None,100,100,100,100,100,100,4,0,Fire,None,40,45,40,62,60,60,6,0,0
10861,Electric,None,75,100,63,80,63,116,5,0,Fire,None,78,84,78,109,85,100,2,0,0
10862,Ice,None,80,120,80,120,80,100,3,0,Electric,Ghost,50,50,77,95,77,91,4,0,1
10863,Fight,Steel,70,110,70,115,70,90,4,0,Ground,None,75,100,110,45,55,65,1,0,0
10864,Grass,Ice,60,62,50,62,60,40,4,0,Fight,None,67,82,62,46,48,43,6,0,1
10865,Rock,Grass,86,81,97,81,107,43,3,0,Dragon,Flying,95,145,130,120,90,120,3,0,1
10866,Water,Rock,100,90,130,45,65,55,3,0,Bug,Steel,70,150,140,65,100,75,2,0,1
10867,Normal,None,64,51,23,51,23,28,3,0,Rock,Water,35,40,100,90,55,35,1,0,1
10868,Water,None,55,104,105,94,75,52,3,0,Bug,None,50,40,85,40,65,25,5,0,0
10869,Ghost,Grass,49,66,70,44,55,51,6,0,Grass,None,70,60,70,87,78,85,4,0,1
10870,Normal,None,60,90,70,60,120,40,3,0,Normal,Fairy,50,20,40,20,40,20,3,0,0
10871,Water,None,64,66,68,81,76,50,4,0,Normal,None,55,70,55,40,55,85,2,0,1
10872,Psychic,Flying,65,75,70,95,70,95,2,0,Normal,None,38,36,38,32,36,57,6,0,0
10873,Grass,None,61,78,95,56,58,57,6,0,Psychic,Fairy,38,35,35,65,55,50,3,0,0
10874,Psychic,None,60,25,35,70,80,60,3,0,Rock,Fairy,50,50,150,50,150,50,6,0,0
10875,Psychic,Fairy,38,35,35,65,55,50,3,0,Fight,Psychic,60,100,85,80,85,100,3,0,1
10876,Water,Dragon,75,95,95,95,95,85,2,0,Grass,Poison,60,65,70,85,75,40,1,0,0
10877,Psychic,Fairy,20,25,45,70,90,60,4,0,Poison,None,50,50,62,40,62,65,5,0,1
10878,Psychic,None,75,125,70,125,70,115,4,1,Dark,None,70,90,70,60,60,70,3,0,1
10879,Bug,Flying,30,30,42,30,42,70,4,0,Poison,None,105,105,75,65,100,50,1,0,1
10880,Ghost,None,64,165,75,93,83,75,3,0,Grass,Poison,80,82,83,100,100,80,1,0,1
10881,Water,Psychic,60,75,85,100,85,115,1,0,Grass,Poison,114,85,70,85,80,30,5,0,1
10882,Psychic,None,65,65,60,130,95,110,2,0,Dark,Flying,60,85,42,85,42,91,2,0,1
10883,Electric,None,60,50,40,85,75,95,3,0,Fairy,Flying,85,50,95,120,115,80,4,0,0
10884,Normal,None,75,80,60,65,90,102,6,0,Normal,None,55,66,44,44,56,85,4,0,0
10885,Fire,None,40,45,40,62,60,60,6,0,Dragon,None,68,75,53,83,113,60,6,0,1
10886,Normal,Water,79,85,60,55,60,71,4,0,Normal,None,105,125,100,60,100,100,1,0,1
10887,Dark,None,65,130,60,75,60,75,3,0,Electric,None,60,45,70,45,90,95,4,0,1
10888,Bug,Steel,70,150,140,65,100,75,2,0,Psychic,None,65,65,60,130,95,110,2,0,1
10889,Steel,None,60,100,115,70,85,90,5,0,Grass,Steel,74,94,131,54,116,20,5,0,0
10890,Bug,Grass,75,103,80,70,80,92,5,0,Rock,Ground,40,80,100,30,30,20,1,0,0
10891,Normal,None,105,125,100,60,100,100,1,0,Water,Ground,75,65,55,65,55,69,5,0,0
10892,Ghost,None,60,60,60,105,105,105,4,0,Fire,None,70,85,140,85,70,20,3,0,0
10893,Bug,Electric,50,47,50,57,50,65,5,0,Fairy,None,50,25,28,45,55,15,2,0,0
10894,Rock,Dark,100,134,110,95,100,61,2,0,Dragon,Psychic,80,80,90,110,130,110,3,1,0
10895,Ghost,None,60,60,60,105,105,105,4,0,Dragon,None,45,50,35,55,75,40,6,0,0
10896,Psychic,None,25,20,15,105,55,90,1,0,Poison,None,80,80,50,40,50,25,1,0,1
10897,Water,Ground,105,95,75,85,75,74,5,0,Grass,Steel,74,94,131,54,116,20,5,0,0
10898,Normal,None,103,60,86,60,86,50,5,0,Fairy,None,101,72,72,99,89,29,6,0,0
10899,Electric,Flying,50,65,107,105,107,86,4,0,Grass,None,50,53,48,53,48,64,5,0,0
10900,Grass,None,65,55,115,100,40,60,1,0,Grass,None,74,100,72,90,72,46,4,0,0
10901,Rock,Ground,55,95,115,45,45,35,1,0,Psychic,None,80,45,65,90,110,80,3,0,1
10902,Bug,Poison,60,50,70,50,90,65,3,0,Grass,Poison,45,50,55,75,65,30,1,0,0
10903,Water,None,50,52,48,65,50,55,1,0,Psychic,None,70,55,95,95,110,65,5,0,1
10904,Dragon,None,66,117,70,40,50,67,5,0,Poison,Dark,103,93,67,71,61,84,4,0,1
10905,Bug,Water,40,30,32,50,52,65,3,0,Fight,Steel,70,145,88,140,70,112,4,0,1
10906,Normal,None,250,5,5,35,105,50,1,0,Dragon,Psychic,80,80,90,110,130,110,3,1,1
10907,Dark,Ice,70,120,65,45,85,125,4,0,Grass,Dark,70,115,60,115,60,55,3,0,0
10908,Poison,None,61,72,57,55,55,65,1,0,Ice,None,51,65,65,80,75,59,5,0,0
10909,Ground,None,100,150,140,100,90,90,3,1,Rock,None,50,80,95,10,45,10,4,0,0
10910,Water,None,45,67,60,35,50,63,1,0,Bug,None,45,30,35,20,20,45,1,0,0
10911,Bug,Flying,65,65,45,75,45,95,2,0,Ghost,None,20,40,90,30,90,25,3,0,0
10912,Dark,None,35,55,35,30,30,35,3,0,Poison,Dark,63,63,47,41,41,74,4,0,1
10913,Steel,Psychic,67,89,116,79,116,33,4,0,Fire,Flying,90,100,90,125,85,90,1,1,1
10914,Normal,None,110,85,95,80,95,50,4,0,Electric,Ice,50,65,107,105,107,86,4,0,1
10915,Steel,Psychic,60,75,100,55,80,50,3,0,Dragon,None,68,75,53,83,113,60,6,0,1
10916,Electric,Steel,70,70,115,130,90,60,4,0,Ghost,None,20,40,90,30,90,25,3,0,0
10917,Psychic,Fire,100,100,100,100,100,100,5,1,Psychic,Fairy,38,35,35,65,55,50,3,0,0
10918,Water,Psychic,60,75,85,100,85,115,1,0,Ground,Dark,95,117,80,65,70,92,5,0,1
10919,Normal,None,110,160,110,80,110,100,4,1,Rock,Fairy,50,50,150,50,150,50,6,0,0
10920,Grass,Poison,40,30,35,50,70,55,4,0,Psychic,None,45,30,50,65,50,45,4,0,0
10921,Electric,None,80,120,79,95,79,70,4,0,Steel,None,70,140,230,60,80,50,3,0,0
10922,Psychic,None,75,75,130,75,130,95,4,1,Ghost,Poison,45,50,45,115,55,95,1,0,1
10923,Water,None,43,80,65,50,35,35,3,0,Normal,None,75,95,60,65,60,115,5,0,1
10924,Fairy,Flying,85,50,95,120,115,80,4,0,Normal,Water,79,85,60,55,60,71,4,0,0
10925,Fire,None,65,63,45,45,45,45,5,0,Bug,Grass,60,95,80,60,80,30,1,0,0
10926,Water,Flying,65,40,70,80,140,70,2,0,Ice,None,70,50,30,95,135,105,5,0,1
10927,Fire,None,70,85,140,85,70,20,3,0,Fairy,None,95,70,73,95,90,60,1,0,1
10928,Fight,None,72,60,30,20,30,25,3,0,Psychic,None,48,72,48,72,48,48,2,0,1
10929,Grass,None,45,49,65,49,65,45,2,0,Ground,Flying,89,145,90,105,80,91,5,1,1
10930,Electric,None,45,65,34,40,34,45,4,0,Rock,Bug,45,95,50,40,50,75,3,0,1
10931,Ground,Electric,109,66,84,81,99,32,5,0,Fire,None,55,70,45,70,50,60,1,0,1
10932,Normal,Fairy,50,20,40,20,40,20,3,0,Ghost,Poison,60,65,60,130,75,110,1,0,1
10933,Ghost,Grass,85,110,76,65,82,56,6,0,Water,Flying,95,125,79,60,100,81,1,0,1
10934,Normal,None,110,85,95,80,95,50,4,0,Psychic,None,74,48,76,83,81,104,6,0,1
10935,Electric,None,70,75,80,135,80,135,3,0,Fire,None,38,41,40,50,65,65,1,0,0
10936,Normal,None,40,45,35,40,40,90,1,0,Electric,None,75,123,67,95,85,95,4,0,1
10937,Normal,Fairy,103,60,126,80,126,50,5,0,Dragon,None,45,50,35,55,75,40,6,0,0
10938,Ground,None,90,60,60,40,40,40,2,0,Bug,Poison,30,45,59,30,39,57,5,0,1
10939,Dragon,Fairy,75,110,110,110,105,80,3,0,Fairy,None,60,80,50,40,40,30,2,0,1
10940,Fire,Flying,78,81,71,74,69,126,6,0,Rock,None,80,100,200,50,100,50,3,1,1
10941,Water,None,50,70,50,50,50,40,3,0,Grass,None,74,100,72,90,72,46,4,0,1
10942,Ground,Steel,110,135,60,50,65,88,5,0,Normal,None,38,30,41,30,41,60,3,0,0
10943,Ground,None,68,72,78,38,42,32,4,0,Rock,None,50,80,95,10,45,10,4,0,0
10944,Poison,None,73,100,60,100,60,65,3,0,Fairy,None,95,70,73,95,90,60,1,0,0
10945,Grass,None,50,65,45,85,65,95,3,0,Normal,Fairy,50,20,40,20,40,20,3,0,0
10946,Water,None,85,105,100,79,83,78,2,0,Water,Ground,111,83,68,92,82,39,4,0,0
10947,Normal,None,78,70,61,50,61,100,3,0,Bug,Flying,65,65,45,75,45,95,2,0,0
10948,Grass,Poison,75,80,85,110,90,50,1,0,Grass,Flying,99,68,83,72,87,51,3,0,1
10949,Water,None,95,100,85,108,70,70,5,0,Psychic,None,75,75,75,125,95,40,5,0,0
10950,Dark,Fire,45,60,30,80,50,65,2,0,Dark,None,40,65,40,80,40,65,5,0,1
10951,Poison,None,60,85,69,65,79,80,1,0,Fairy,None,95,70,73,95,90,60,1,0,0
10952,Ice,None,65,60,110,130,95,65,4,0,Ice,None,80,50,100,100,200,50,3,1,0
10953,Bug,None,65,47,55,73,75,85,3,0,Normal,None,90,55,75,60,75,30,1,0,0
10954,Electric,None,70,75,80,135,80,135,3,0,Fire,None,39,52,43,60,50,65,1,0,0
10955,Bug,Electric,50,47,50,57,50,65,5,0,Water,None,75,105,75,105,75,45,2,0,0
10956,Grass,None,74,100,72,90,72,46,4,0,Fire,Dragon,78,130,111,130,85,100,1,0,1
10957,Water,Dark,95,155,109,70,130,81,1,0,Steel,Psychic,67,89,116,79,116,33,4,0,0
10958,Bug,Flying,70,110,80,55,80,105,1,0,Grass,Ice,90,132,105,132,105,30,4,0,0
10959,Grass,None,40,45,35,65,55,70,3,0,Rock,Fairy,50,160,110,160,110,110,6,1,1
10960,Water,Flying,65,40,70,80,140,70,2,0,Dragon,None,61,84,65,70,70,70,1,0,1
10961,Dark,Psychic,53,54,53,37,46,45,6,0,Fire,None,39,52,43,60,50,65,1,0,1
10962,Water,Psychic,95,75,180,130,80,30,1,0,Bug,Flying,70,110,80,55,80,105,1,0,1
10963,Water,None,53,51,53,61,56,40,4,0,Bug,None,80,70,40,100,60,145,5,0,1
10964,Ice,None,65,60,110,130,95,65,4,0,Bug,Rock,70,95,125,65,75,45,5,0,0
10965,Water,None,55,55,45,63,45,45,5,0,Bug,Rock,50,65,85,35,35,55,5,0,1
10966,Normal,None,104,91,63,91,73,68,3,0,Grass,Poison,45,50,55,75,65,30,1,0,0
10967,Dragon,Ground,108,130,95,80,85,102,4,0,Electric,Flying,79,115,70,125,80,111,5,1,1
10968,Grass,Flying,100,103,75,120,75,127,4,1,Fire,Fight,110,123,65,100,65,65,5,0,0
10969,Fire,Normal,86,68,72,109,66,106,6,0,Grass,Ground,95,109,105,75,85,56,4,0,0
10970,Poison,Fight,83,106,65,86,65,85,4,0,Psychic,Fairy,40,45,65,100,120,90,1,0,1
10971,Ground,Electric,109,66,84,81,99,32,5,0,Grass,Poison,69,55,45,55,55,15,5,0,0
10972,Dragon,Ground,58,70,45,40,45,42,4,0,Bug,Poison,65,150,40,15,80,145,1,0,1
10973,Dragon,None,45,75,60,40,30,50,3,0,Ghost,None,60,60,60,85,85,85,2,0,1
10974,Steel,Ground,75,125,230,55,95,30,2,0,Psychic,None,75,125,70,125,70,115,4,1,1
10975,Fire,None,78,84,78,109,85,100,2,0,Rock,Dark,100,164,150,95,120,71,2,0,0
10976,Dragon,Fire,100,120,100,150,120,90,5,1,Dragon,Electric,100,150,120,120,100,90,5,1,1
10977,Bug,Steel,70,135,105,60,105,20,5,0,Fight,None,70,80,50,35,35,35,1,0,1
10978,Normal,None,120,120,120,120,120,120,4,1,Normal,None,250,5,5,35,105,50,1,0,0
10979,Ground,None,60,80,110,50,80,45,1,0,Water,None,55,55,45,63,45,45,5,0,1
10980,Water,Flying,40,30,30,55,30,85,3,0,Water,None,80,92,65,65,80,68,1,0,0
10981,Steel,None,70,140,230,60,80,50,3,0,Dark,Flying,60,85,42,85,42,91,2,0,1
10982,Rock,None,30,45,135,45,90,30,3,0,Psychic,None,25,20,15,105,55,90,1,0,0
10983,Water,Dark,72,95,67,103,71,122,6,0,Dragon,None,45,75,60,40,30,50,3,0,0
10984,Grass,Poison,60,70,65,125,105,90,4,0,Poison,None,70,43,53,43,53,40,3,0,0
10985,Water,None,65,80,80,59,63,58,2,0,Fire,None,55,70,45,70,50,60,1,0,1
10986,Water,None,71,73,88,120,89,59,6,0,Bug,None,45,30,35,20,20,45,1,0,0
10987,Grass,Psychic,95,95,85,125,65,55,1,0,Normal,None,85,80,70,135,75,90,4,0,1
10988,Fire,Fight,64,78,52,78,52,81,4,0,Normal,None,150,160,100,95,65,100,3,0,1
10989,Grass,Poison,114,85,70,85,80,30,5,0,Ground,Electric,109,66,84,81,99,32,5,0,1
10990,Fire,Normal,86,68,72,109,66,106,6,0,Normal,Flying,62,77,62,50,42,65,5,0,0
10991,Electric,None,60,40,50,75,85,95,3,0,Grass,None,74,100,72,90,72,46,4,0,1
10992,Bug,Flying,86,76,86,116,56,95,4,0,Bug,None,45,22,60,27,30,29,6,0,0
10993,Steel,Psychic,57,24,86,24,86,23,4,0,Steel,Dragon,100,120,120,150,100,90,4,1,1
10994,Ground,Electric,109,66,84,81,99,32,5,0,Grass,None,30,30,30,30,30,30,2,0,0
10995,Psychic,Dark,80,160,60,170,130,80,6,1,Water,Grass,40,30,30,40,50,30,3,0,0
10996,Fight,None,67,82,62,46,48,43,6,0,Rock,None,85,135,130,60,80,25,5,0,0
10997,Psychic,Ghost,80,110,60,150,130,70,6,1,Electric,None,60,50,40,85,75,95,3,0,1
10998,Grass,None,75,75,95,75,95,113,5,0,Bug,None,50,20,55,25,25,30,1,0,0
10999,Water,Fight,91,72,90,129,90,108,5,0,Water,Rock,55,55,85,65,85,35,2,0,0
11000,Dragon,Psychic,80,130,100,160,120,110,3,1,Normal,None,75,95,60,65,60,115,5,0,1
11001,Dark,Ice,70,120,65,45,85,125,4,0,Electric,None,60,40,50,75,85,95,3,0,0
11002,Bug,Poison,30,45,59,30,39,57,5,0,Rock,Psychic,70,55,65,95,85,70,3,0,1
11003,Water,Dark,63,120,85,90,55,55,3,0,Water,None,80,82,78,95,80,85,1,0,1
11004,Fairy,None,95,70,73,95,90,60,1,0,Rock,Bug,45,95,50,40,50,75,3,0,1
11005,Water,Psychic,95,75,80,100,110,30,2,0,Grass,Flying,100,103,75,120,75,127,4,1,1
11006,Water,Psychic,95,75,110,100,80,30,1,0,Bug,Ghost,1,90,45,30,30,40,3,0,1
11007,Bug,Poison,70,65,60,90,75,90,1,0,Water,Rock,100,90,130,45,65,55,3,0,0
11008,Bug,Grass,60,59,85,79,105,36,4,0,Psychic,None,190,33,58,33,58,33,2,0,0
11009,Normal,None,55,66,44,44,56,85,4,0,Normal,None,105,125,100,60,100,100,1,0,1
11010,Fight,Psychic,30,40,55,40,55,60,3,0,Dark,None,95,65,110,60,130,65,2,0,1
11011,Water,None,41,56,40,62,44,71,6,0,Steel,Psychic,40,55,80,35,60,30,3,0,0
11012,Poison,Bug,40,50,90,30,55,65,4,0,Ground,Rock,105,130,120,45,45,40,1,0,1
11013,Fight,None,50,105,79,35,110,76,1,0,Water,None,130,70,35,70,35,60,3,0,0
11014,Poison,None,80,80,50,40,50,25,1,0,Fire,None,39,52,43,60,50,65,2,0,1
11015,Normal,None,85,80,90,105,95,60,2,0,Bug,None,37,25,41,25,41,25,4,0,0
11016,Fairy,None,50,25,28,45,55,15,2,0,Water,Psychic,95,75,180,130,80,30,1,0,1
11017,Grass,None,40,40,50,30,30,30,3,0,Dark,Fire,45,60,30,80,50,65,2,0,1
11018,Normal,None,85,80,70,135,75,90,4,0,Fight,None,85,105,85,40,50,40,5,0,0
11019,Fire,None,50,53,48,53,48,64,5,0,Water,None,55,55,45,63,45,45,5,0,0
11020,Psychic,None,45,30,50,65,50,45,4,0,Poison,None,46,57,40,40,40,50,1,0,1
11021,Bug,Grass,35,70,55,45,55,25,1,0,Fight,None,40,80,35,35,45,70,1,0,1
11022,Electric,Flying,55,75,60,75,60,103,5,0,Grass,Flying,35,35,40,35,55,50,2,0,0
11023,Water,None,75,75,60,83,60,60,5,0,Fight,None,85,105,85,40,50,40,5,0,0
11024,Fire,None,40,45,40,62,60,60,6,0,Water,None,65,65,65,50,50,90,1,0,1
11025,Psychic,None,25,20,15,105,55,90,1,0,Ice,Ground,110,130,80,70,60,80,4,0,0
11026,Electric,None,60,40,50,75,85,95,3,0,Fire,Flying,78,84,78,109,85,100,1,0,1
11027,Psychic,None,25,20,15,105,55,90,1,0,Water,Grass,80,70,70,90,100,70,3,0,0
11028,Grass,Poison,50,75,35,70,30,40,1,0,Normal,None,49,55,42,42,37,85,4,0,1
11029,Water,None,100,150,90,180,160,90,3,1,Poison,None,80,95,82,60,82,75,5,0,0
11030,Water,None,44,48,65,50,64,43,1,0,Fight,None,65,125,60,95,60,105,5,0,1
11031,Grass,None,30,30,30,30,30,30,2,0,Poison,None,105,105,75,65,100,50,1,0,1
11032,Grass,Flying,75,55,70,55,95,110,2,0,Poison,None,100,73,83,73,83,55,3,0,0
11033,Psychic,None,45,30,40,105,50,20,5,0,Psychic,None,95,23,48,23,48,23,3,0,1
11034,Bug,Flying,61,90,45,50,50,160,3,0,Ghost,None,64,115,65,83,63,65,3,0,0
11035,Rock,Dark,100,134,110,95,100,61,2,0,Water,None,100,100,100,100,100,100,4,0,1
11036,Electric,None,75,123,67,95,85,95,4,0,Dragon,None,77,120,90,60,90,48,5,0,0
11037,Ground,None,75,100,110,45,55,65,1,0,Dragon,Electric,100,150,120,120,100,90,5,1,1
11038,Grass,None,45,35,45,62,53,35,4,0,Normal,Flying,40,55,30,30,30,60,4,0,1
11039,Fire,None,58,64,58,80,65,80,2,0,Water,None,55,65,95,95,45,85,1,0,1
11040,Dragon,None,76,147,90,60,70,97,5,0,Fire,Flying,78,84,78,109,85,100,1,0,1
11041,Fight,None,40,80,35,35,45,70,1,0,Ghost,None,64,115,65,83,63,65,3,0,1
11042,Water,None,35,64,85,74,55,32,3,0,Water,None,65,45,55,45,70,45,1,0,1
11043,Dragon,Ice,125,170,100,120,90,95,5,1,Water,None,55,65,35,60,30,85,4,0,0
11044,Electric,None,45,63,37,65,55,95,2,0,Normal,None,64,51,23,51,23,28,3,0,0
11045,Psychic,None,60,25,35,70,80,60,3,0,Ice,None,80,50,100,100,200,50,3,1,0
11046,Dragon,None,45,75,60,40,30,50,3,0,Ghost,Grass,65,90,122,58,75,84,6,0,1
11047,Psychic,None,55,50,45,135,95,120,1,0,Grass,None,75,75,55,105,85,30,2,0,1
11048,Rock,Ground,70,84,70,65,70,51,2,0,Fight,None,50,95,95,35,110,70,2,0,1
11049,Fire,None,50,85,55,65,65,90,1,0,Bug,None,38,35,40,27,25,35,6,0,0
11050,Steel,Psychic,80,145,150,105,110,110,3,0,Water,Fight,91,72,90,129,90,108,5,0,0
11051,Water,Fairy,100,50,80,60,80,50,2,0,Fight,None,120,100,85,30,85,45,5,0,0
11052,Ice,None,70,50,30,95,135,105,5,0,Flying,Dragon,40,30,35,45,40,55,6,0,0
