,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
7185,Electric,Flying,50,65,107,105,107,86,4,0,Grass,Poison,60,65,70,85,75,40,1,0,0
7186,Normal,None,75,95,60,65,60,115,5,0,Fire,None,44,58,44,58,44,61,4,0,0
7187,Bug,Grass,60,95,80,60,80,30,1,0,Dark,Steel,65,125,100,60,70,70,5,0,1
7188,Psychic,None,50,95,90,95,90,180,3,1,Poison,Dark,103,93,67,71,61,84,4,0,0
7189,Poison,Water,50,60,60,60,60,30,6,0,Water,None,49,49,56,49,61,66,4,0,1
7190,Water,None,50,53,48,53,48,64,5,0,Grass,Dark,70,115,60,115,60,55,3,0,0
7191,Bug,Poison,60,55,50,40,55,45,1,0,Dark,Flying,60,85,42,85,42,91,2,0,1
7192,Water,None,85,105,55,85,50,115,4,0,Psychic,Fight,68,125,65,65,115,80,4,0,0
7193,Poison,None,65,90,120,85,70,60,1,0,Electric,Flying,90,90,85,125,90,100,1,1,1
7194,Normal,None,150,160,100,95,65,100,3,0,Water,None,30,105,90,25,25,50,1,0,0
7195,Normal,None,78,70,61,50,61,100,3,0,Bug,Poison,45,25,50,25,25,35,1,0,0
7196,Grass,Poison,65,90,50,85,45,55,1,0,Grass,Poison,45,50,55,75,65,30,1,0,0
7197,Dragon,None,45,75,60,40,30,50,3,0,Fire,Dragon,78,130,111,130,85,100,1,0,1
7198,Water,Ice,130,85,80,85,95,60,1,0,Water,Ground,95,85,85,65,65,35,2,0,0
7199,Dark,None,35,55,35,30,30,35,3,0,Dark,Ghost,50,85,125,85,115,20,3,0,1
7200,Fire,Flying,78,104,78,159,115,100,1,0,Ground,Rock,115,140,130,55,55,40,4,0,1
7201,Rock,Steel,30,42,118,42,88,30,4,0,Ghost,Poison,45,50,45,115,55,95,1,0,0
7202,Bug,Water,40,30,32,50,52,65,3,0,Dark,Fire,45,60,30,80,50,65,2,0,1
7203,Grass,None,66,65,48,62,57,52,6,0,Ground,None,90,120,120,60,60,50,2,0,0
7204,Steel,None,60,100,115,70,85,90,5,0,Grass,Dark,70,70,40,60,40,60,3,0,0
7205,Fire,None,55,70,45,70,50,60,1,0,Normal,Flying,52,65,55,58,62,60,1,0,1
7206,Grass,Fight,91,90,72,90,129,108,5,1,Dark,None,65,150,60,115,60,115,3,0,1
7207,Grass,Poison,45,49,49,65,65,45,1,0,Normal,Flying,60,30,30,36,56,50,2,0,1
7208,Fire,None,75,98,63,98,63,101,5,0,Water,Ice,130,85,80,85,95,60,1,0,0
7209,Fire,None,70,90,45,15,45,50,5,0,Dragon,Ground,108,170,115,120,95,92,4,0,1
7210,Normal,None,100,70,70,65,65,45,2,0,Ground,Rock,105,130,120,45,45,40,1,0,0
7211,Ground,Psychic,40,40,55,40,70,55,3,0,Bug,Flying,65,65,45,75,45,95,2,0,1
7212,Electric,Ice,50,65,107,105,107,86,4,0,Fight,Dark,95,124,78,69,71,58,6,0,0
7213,Electric,Dragon,90,95,105,165,110,45,2,0,Fight,None,65,105,60,60,70,95,1,0,1
7214,Electric,None,65,85,70,75,70,40,5,0,Normal,Flying,80,115,80,65,55,93,5,0,1
7215,Normal,None,73,95,62,85,65,85,2,0,Water,None,90,75,75,90,100,70,2,0,0
7216,Ghost,None,60,60,60,85,85,85,2,0,Bug,Flying,61,90,45,50,50,160,3,0,1
7217,Fairy,None,82,80,86,85,75,72,6,0,Water,None,50,70,50,50,50,40,3,0,0
7218,Psychic,None,76,25,45,67,55,24,5,0,Electric,None,45,65,34,40,34,45,4,0,1
7219,Electric,None,60,85,49,60,49,60,4,0,Electric,None,60,50,70,80,80,140,1,0,1
7220,Water,None,55,65,35,60,30,85,4,0,Normal,None,65,80,65,35,65,60,5,0,0
7221,Ghost,None,20,40,90,30,90,25,3,0,Bug,None,40,29,45,29,45,36,4,0,1
7222,Electric,Dragon,90,95,105,165,110,45,2,0,Grass,None,75,75,55,105,85,30,2,0,0
7223,Grass,None,100,100,100,100,100,100,4,1,Electric,Grass,50,65,107,105,107,86,4,0,0
7224,Grass,Poison,114,85,70,85,80,30,5,0,Fight,None,45,85,50,55,50,65,5,0,1
7225,Rock,Steel,30,42,118,42,88,30,4,0,Ground,None,50,50,95,40,50,35,1,0,1
7226,Psychic,None,85,73,70,73,115,67,1,0,Bug,Poison,60,55,50,40,55,45,1,0,0
7227,Water,None,76,48,48,57,62,34,4,0,Dragon,None,45,75,60,40,30,50,3,0,1
7228,Water,Rock,74,108,133,83,65,32,5,0,Normal,None,150,160,100,95,65,100,3,0,1
7229,Dark,Flying,60,85,42,85,42,91,2,0,Water,Ice,130,85,80,85,95,60,1,0,0
7230,Water,None,44,48,65,50,64,43,1,0,Water,None,170,90,45,90,45,60,3,0,1
7231,Rock,Ice,77,59,50,67,63,46,6,0,Water,Poison,40,40,35,50,100,70,1,0,1
7232,Bug,Poison,65,90,40,45,80,75,1,0,Water,Rock,54,78,103,53,45,22,5,0,0
7233,Water,None,55,65,35,60,30,85,4,0,Normal,None,70,65,65,55,55,70,3,0,0
7234,Ground,Flying,89,125,90,115,80,101,5,1,Ice,None,55,69,85,32,35,28,6,0,0
7235,Water,Rock,100,90,130,45,65,55,3,0,Normal,None,75,100,66,60,66,115,4,0,1
7236,Normal,None,40,45,35,40,40,90,1,0,Electric,None,75,123,67,95,85,95,4,0,1
7237,Bug,Fight,80,125,75,40,95,85,2,0,Normal,None,73,95,62,85,65,85,2,0,1
7238,Fight,None,75,80,55,25,35,35,5,0,Rock,Dragon,82,121,119,69,59,71,6,0,1
7239,Poison,None,70,62,67,55,55,56,1,0,Poison,None,40,65,95,60,45,35,1,0,0
7240,Electric,Flying,55,75,60,75,60,103,5,0,Electric,None,45,60,32,50,32,76,5,0,0
7241,Normal,None,103,60,86,60,86,50,5,0,Grass,None,61,78,95,56,58,57,6,0,1
7242,Fight,None,40,80,35,35,45,70,1,0,Psychic,None,80,105,105,105,105,80,4,1,1
7243,Normal,None,55,20,35,20,45,75,2,0,Dragon,None,41,64,45,50,50,50,1,0,0
7244,Ground,Flying,89,145,90,105,80,91,5,1,Water,Ground,75,65,55,65,55,69,5,0,0
7245,Water,None,165,75,80,40,45,65,5,0,Psychic,Fairy,28,25,25,45,35,40,3,0,0
7246,Water,None,20,10,55,15,20,80,1,0,Normal,None,70,65,65,55,55,70,3,0,0
7247,Ghost,Poison,60,65,80,170,95,130,1,0,Ice,Water,70,40,50,55,50,25,3,0,0
7248,Grass,Steel,44,50,91,24,86,10,5,0,Bug,Steel,70,135,105,60,105,20,5,0,1
7249,Psychic,None,45,30,50,65,50,45,4,0,Fire,Fight,110,123,65,100,65,65,5,0,1
7250,Ground,None,35,80,50,50,70,120,1,0,Normal,None,55,20,35,20,45,75,2,0,0
7251,Ground,None,108,112,118,68,72,47,4,0,Rock,None,80,100,200,50,100,50,3,1,1
7252,Rock,Water,35,40,100,90,55,35,1,0,Electric,Ice,50,65,107,105,107,86,4,0,1
7253,Water,None,70,92,65,80,55,98,5,0,Water,Rock,55,55,85,65,85,35,2,0,0
7254,Grass,None,100,100,125,110,50,50,4,0,Normal,None,55,66,44,44,56,85,4,0,1
7255,Ice,None,71,95,85,110,95,79,5,0,Grass,None,56,61,65,48,45,38,6,0,0
7256,Normal,Flying,76,65,45,92,42,91,4,0,Dark,None,65,150,60,115,60,115,3,0,1
7257,Psychic,None,60,45,70,75,85,55,5,0,Psychic,Fairy,20,25,45,70,90,60,4,0,1
7258,Bug,Poison,60,100,89,55,69,112,5,0,Dragon,Ground,58,70,45,40,45,42,4,0,0
7259,Normal,None,65,60,70,85,75,40,1,0,Normal,None,55,50,40,40,40,75,5,0,1
7260,Fight,None,40,80,35,35,45,70,1,0,Water,None,55,65,95,95,45,85,1,0,1
7261,Fight,Psychic,60,100,85,80,85,100,3,0,Normal,Flying,80,115,80,65,55,93,5,0,0
7262,Grass,None,75,98,63,98,63,101,5,0,Normal,None,84,71,43,71,43,48,3,0,0
7263,Rock,Steel,60,52,168,47,138,30,4,0,Ice,Ground,100,100,80,60,60,50,2,0,1
7264,Fire,None,38,41,40,50,65,65,1,0,Bug,Fight,80,185,115,40,105,75,2,0,1
7265,Normal,Grass,80,100,70,60,70,95,5,0,Normal,None,78,70,61,50,61,100,3,0,1
7266,Electric,Steel,25,35,70,95,55,45,1,0,Water,None,170,90,45,90,45,60,3,0,1
7267,Dragon,None,45,50,35,55,75,40,6,0,Electric,None,70,75,80,135,80,135,3,0,1
7268,Ground,Rock,80,85,95,30,30,25,1,0,Electric,Steel,25,35,70,95,55,45,1,0,0
7269,Fire,Fight,76,104,71,104,71,108,4,0,Normal,None,65,70,60,65,65,115,1,0,1
7270,Normal,None,55,50,40,40,40,75,5,0,Ground,None,90,120,120,60,60,50,2,0,0
7271,Water,None,79,103,120,135,115,78,1,0,Bug,Grass,55,63,90,50,80,42,5,0,0
7272,Psychic,None,74,48,76,83,81,104,6,0,Steel,Psychic,80,135,130,95,90,70,3,0,0
7273,Water,Ground,100,150,110,95,110,70,3,0,Grass,None,45,35,50,70,50,30,5,0,0
7274,Normal,Fairy,103,60,126,80,126,50,5,0,Grass,None,45,35,50,70,50,30,5,0,0
7275,Dragon,None,76,147,90,60,70,97,5,0,Ghost,Grass,85,100,122,58,75,54,6,0,0
7276,Psychic,None,50,150,50,150,50,150,3,1,Grass,Flying,100,103,75,120,75,127,4,1,0
7277,Grass,None,100,100,100,100,100,100,4,1,Ground,Dark,50,72,35,35,35,65,5,0,0
7278,Normal,None,50,45,45,35,35,50,3,0,Ghost,Dragon,150,100,120,100,120,90,4,1,1
7279,Water,None,100,100,90,150,140,90,3,1,Electric,Grass,50,65,107,105,107,86,4,0,0
7280,Normal,None,75,100,66,60,66,115,4,0,Bug,None,50,40,85,40,65,25,5,0,0
7281,Psychic,Ghost,80,110,60,150,130,70,6,1,Grass,Poison,50,60,45,100,80,65,3,0,0
7282,Ghost,None,45,100,135,65,135,45,4,0,Grass,None,50,85,40,85,40,35,3,0,0
7283,Ground,None,108,112,118,68,72,47,4,0,Steel,Psychic,60,75,100,55,80,50,3,0,1
7284,Ground,Steel,110,135,60,50,65,88,5,0,Normal,Flying,60,110,70,60,60,100,1,0,1
7285,Grass,None,60,62,80,63,80,60,2,0,Psychic,None,106,110,90,154,90,130,1,1,1
7286,Dragon,None,76,147,90,60,70,97,5,0,Psychic,Fairy,68,65,65,125,115,80,3,0,0
7287,Normal,Psychic,70,80,65,90,65,85,2,0,Fire,Fight,76,104,71,104,71,108,4,0,1
7288,Grass,Poison,60,70,65,125,105,90,4,0,Normal,Fairy,115,45,20,45,25,20,1,0,0
7289,Poison,Water,50,60,60,60,60,30,6,0,Water,Rock,74,108,133,83,65,32,5,0,1
7290,Grass,None,74,100,72,90,72,46,4,0,Rock,Water,70,60,125,115,70,55,1,0,1
7291,Dragon,Ground,68,90,65,50,55,82,4,0,Steel,Ghost,59,110,150,45,49,35,6,0,0
7292,Fire,Fight,80,120,70,110,70,80,3,0,Normal,Flying,40,45,40,35,35,56,1,0,0
7293,Ice,Ghost,70,80,70,80,70,110,4,0,Poison,Fight,48,61,40,61,40,50,4,0,0
7294,Dark,None,35,55,35,30,30,35,3,0,Normal,Flying,40,60,30,31,31,70,1,0,1
7295,Fire,None,115,115,85,90,75,100,2,1,Ghost,None,60,60,60,85,85,85,2,0,0
7296,Bug,Grass,60,59,85,79,105,36,4,0,Dragon,Psychic,80,80,90,110,130,110,3,1,1
7297,Water,None,30,105,90,25,25,50,1,0,Water,Ground,95,85,85,65,65,35,2,0,0
7298,Ghost,None,44,75,35,63,33,45,3,0,Fairy,None,50,25,28,45,55,15,2,0,0
7299,Normal,Psychic,100,77,77,128,128,90,5,0,Psychic,Fairy,38,35,35,65,55,50,3,0,0
7300,Normal,None,73,95,62,85,65,85,2,0,Water,None,76,48,48,57,62,34,4,0,0
7301,Bug,Poison,60,100,89,55,69,112,5,0,Fire,Fight,76,104,71,104,71,108,4,0,0
7302,Rock,Water,70,60,125,115,70,55,1,0,Psychic,Ghost,80,110,60,150,130,70,6,1,1
7303,Normal,None,84,71,43,71,43,48,3,0,Fire,Fight,64,78,52,78,52,81,4,0,1
7304,Fairy,None,35,20,65,40,65,20,2,0,Fight,None,67,82,62,46,48,43,6,0,1
7305,Rock,Steel,60,55,145,75,150,40,4,0,Ghost,None,58,50,145,95,105,30,5,0,0
7306,Poison,Dark,70,90,110,60,75,95,4,0,Poison,None,105,105,75,65,100,50,1,0,0
7307,Dragon,Ground,58,70,45,40,45,42,4,0,Ground,None,90,60,60,40,40,40,2,0,0
7308,Ghost,None,40,70,130,60,130,25,3,0,Psychic,None,45,30,40,105,50,20,5,0,0
7309,Normal,None,150,160,100,95,65,100,3,0,Fire,Flying,78,104,78,159,115,100,1,0,1
7310,Water,None,75,98,63,98,63,101,5,0,Grass,None,50,65,45,85,65,95,3,0,0
7311,Dragon,Ground,58,70,45,40,45,42,4,0,Water,Ground,100,150,110,95,110,70,3,0,1
7312,Ground,Psychic,60,70,105,70,120,75,3,0,Psychic,None,65,40,50,125,60,30,5,0,0
7313,Water,Rock,100,90,130,45,65,55,3,0,Bug,Fight,80,125,75,40,95,85,2,0,1
7314,Psychic,None,50,150,50,150,50,150,3,1,Electric,Fire,50,65,107,105,107,86,4,0,0
7315,Fight,None,90,130,80,65,85,55,1,0,Fight,Psychic,60,100,85,80,85,100,3,0,1
7316,Psychic,None,120,70,120,75,130,85,4,0,Ground,None,60,80,110,50,80,45,1,0,0
7317,Psychic,Fight,68,165,95,65,115,110,4,0,Normal,None,60,80,50,50,50,40,2,0,0
7318,Psychic,None,100,100,100,100,100,100,1,0,Rock,Steel,60,52,168,47,138,30,4,0,0
7319,Fire,Fight,90,93,55,70,55,55,5,0,Grass,None,50,53,48,53,48,64,5,0,1
7320,Normal,Flying,76,65,45,92,42,91,4,0,Water,Ground,111,83,68,92,82,39,4,0,0
7321,Normal,Ground,85,56,77,50,77,78,6,0,Fire,Ground,70,100,70,105,75,40,3,0,0
7322,Bug,Ghost,1,90,45,30,30,40,3,0,Water,None,20,10,55,15,20,80,1,0,1
7323,Water,None,54,63,52,83,56,97,6,0,Normal,Fairy,90,30,15,40,20,15,2,0,0
7324,Fight,Psychic,60,100,85,80,85,100,3,0,Steel,Rock,60,90,140,50,50,40,3,0,0
7325,Ground,Dark,95,117,80,65,70,92,5,0,Electric,Flying,79,115,70,125,80,111,5,1,0
7326,Psychic,Grass,100,100,100,100,100,100,2,0,Poison,Dark,70,90,110,60,75,95,4,0,0
7327,Water,Ground,100,150,110,95,110,70,3,0,Normal,None,120,120,120,120,120,120,4,1,1
7328,Grass,Poison,69,55,45,55,55,15,5,0,Normal,Fairy,115,45,20,45,25,20,1,0,1
7329,Bug,Fire,55,85,55,50,55,60,5,0,Fight,Psychic,60,60,75,60,75,80,3,0,1
7330,Fire,None,44,58,44,58,44,61,4,0,Normal,Flying,70,83,50,37,50,60,5,0,0
7331,Normal,Flying,40,55,30,30,30,85,3,0,Dark,None,70,90,90,135,90,125,4,1,1
7332,Grass,Psychic,60,40,80,60,45,40,1,0,Ground,Psychic,60,70,105,70,120,75,3,0,1
7333,Normal,None,84,71,43,71,43,48,3,0,Normal,Grass,60,60,50,40,50,75,5,0,1
7334,Normal,None,250,5,5,35,105,50,1,0,Ghost,None,60,60,60,85,85,85,2,0,1
7335,Ice,Flying,45,55,45,65,45,75,2,0,Water,None,95,100,85,108,70,70,5,0,0
7336,Dragon,Flying,91,134,95,100,100,80,1,0,Rock,Grass,86,81,97,81,107,43,3,0,0
7337,Dragon,None,61,84,65,70,70,70,1,0,Bug,Grass,60,59,85,79,105,36,4,0,0
7338,Water,Fairy,100,50,80,60,80,50,2,0,Dark,None,65,130,60,75,60,75,3,0,1
7339,Steel,Rock,50,70,100,40,40,30,3,0,Fire,Flying,78,81,71,74,69,126,6,0,1
7340,Psychic,Fairy,38,35,35,65,55,50,3,0,Dark,Dragon,92,105,90,125,90,98,5,0,1
7341,Rock,Grass,66,41,77,61,87,23,3,0,Dragon,Flying,105,150,90,150,90,95,3,1,1
7342,Psychic,Fairy,40,45,65,100,120,90,1,0,Dragon,Flying,91,134,95,100,100,80,1,0,0
7343,Steel,None,40,55,70,45,60,30,5,0,Dark,Fight,65,90,115,45,115,58,5,0,1
7344,Steel,Psychic,80,135,130,95,90,70,3,0,Psychic,None,190,33,58,33,58,33,2,0,0
7345,Poison,None,65,90,120,85,70,60,1,0,Steel,Psychic,57,24,86,24,86,23,4,0,1
7346,Fire,None,70,90,45,15,45,50,5,0,Ghost,Grass,54,66,70,44,55,46,6,0,0
7347,Dark,Fight,65,90,115,45,115,58,5,0,Dark,Flying,126,131,95,131,98,99,6,1,1
7348,Psychic,None,40,35,30,120,70,105,1,0,Grass,Poison,45,50,55,75,65,30,1,0,0
7349,Bug,Fire,85,60,65,135,105,100,5,0,Bug,None,37,25,41,25,41,25,4,0,0
7350,Psychic,Fire,100,100,100,100,100,100,5,1,Water,Ground,75,65,55,65,55,69,5,0,0
7351,Water,None,50,65,64,44,48,43,2,0,Water,Fight,91,72,90,129,90,108,5,0,1
7352,Bug,Poison,30,45,59,30,39,57,5,0,Grass,Ice,90,92,75,92,85,60,4,0,1
7353,Electric,Flying,50,65,107,105,107,86,4,0,Bug,Grass,35,70,55,45,55,25,1,0,0
7354,Bug,Flying,65,65,45,75,45,95,2,0,Normal,None,75,80,60,65,90,102,6,0,1
7355,Dragon,None,65,95,100,60,50,50,3,0,Normal,Flying,35,85,45,35,35,75,1,0,1
7356,Steel,Rock,50,70,100,40,40,30,3,0,Water,None,71,73,88,120,89,59,6,0,1
7357,Rock,Ground,70,84,70,65,70,51,2,0,Dark,None,40,65,40,80,40,65,5,0,1
7358,Water,None,69,69,76,69,86,91,4,0,Electric,None,65,65,60,110,95,130,1,0,1
7359,Rock,Dragon,58,89,77,45,45,48,6,0,Bug,Flying,60,45,50,90,80,70,1,0,1
7360,Normal,Flying,50,55,50,36,30,43,5,0,Water,None,35,65,35,65,35,65,2,0,1
7361,Water,None,85,105,100,79,83,78,2,0,Poison,None,70,62,67,55,55,56,1,0,0
7362,Ghost,Poison,45,50,45,115,55,95,1,0,Grass,Ground,95,109,105,75,85,56,4,0,1
7363,Electric,Grass,50,65,107,105,107,86,4,0,Electric,Water,50,65,107,105,107,86,4,0,1
7364,Fairy,None,50,25,28,45,55,15,2,0,Poison,None,105,105,75,65,100,50,1,0,1
7365,Ghost,Grass,85,110,76,65,82,56,6,0,Steel,Ghost,60,50,150,50,150,60,6,0,1
7366,Dragon,None,41,64,45,50,50,50,1,0,Rock,Water,30,80,90,55,45,55,1,0,1
7367,Ground,Rock,80,85,95,30,30,25,1,0,Ground,Flying,89,145,90,105,80,91,5,1,1
7368,Grass,None,61,78,95,56,58,57,6,0,Water,None,50,50,40,50,40,64,5,0,1
7369,Bug,None,80,70,40,100,60,145,5,0,Grass,Dragon,70,110,75,145,85,145,3,0,1
7370,Fire,None,75,95,67,125,95,83,4,0,Fight,Psychic,30,40,55,40,55,60,3,0,0
7371,Fire,None,40,45,40,62,60,60,6,0,Fire,None,115,115,85,90,75,100,2,1,1
7372,Dragon,None,68,75,53,83,113,60,6,0,Water,None,30,40,70,70,25,60,1,0,1
7373,Steel,Fairy,50,85,85,55,55,50,3,0,Fairy,None,78,52,60,63,65,23,6,0,0
7374,Grass,None,75,80,95,90,100,50,2,0,Dark,Ghost,50,85,125,85,115,20,3,0,1
7375,Grass,Ground,95,109,105,75,85,56,4,0,Dragon,Psychic,80,90,80,130,110,110,3,1,1
7376,Psychic,Dark,80,160,60,170,130,80,6,1,Normal,None,255,10,10,75,135,55,2,0,0
7377,Normal,None,100,70,70,65,65,45,2,0,Electric,Flying,79,105,70,145,80,101,5,1,1
7378,Grass,Poison,50,75,35,70,30,40,1,0,Steel,Fairy,50,85,85,55,55,50,3,0,1
7379,Ghost,Dragon,150,120,100,120,100,90,4,1,Rock,Grass,66,41,77,61,87,23,3,0,0
7380,Water,None,170,90,45,90,45,60,3,0,Dragon,Flying,91,134,95,100,100,80,1,0,1
7381,Water,None,75,75,60,83,60,60,5,0,Normal,None,73,95,62,85,65,85,2,0,1
7382,Bug,None,45,22,60,27,30,29,6,0,Grass,None,80,82,100,83,100,80,2,0,1
7383,Rock,Dragon,82,121,119,69,59,71,6,0,Water,None,54,63,52,83,56,97,6,0,1
7384,Psychic,None,80,105,105,105,105,80,4,1,Grass,Poison,80,100,123,122,120,80,1,0,1
7385,Steel,Fairy,57,80,91,80,87,75,6,0,Electric,None,45,60,32,50,32,76,5,0,1
7386,Water,Ground,75,65,55,65,55,69,5,0,Rock,Flying,75,140,65,112,65,110,5,0,1
7387,Grass,None,61,78,95,56,58,57,6,0,Normal,None,60,60,60,35,35,30,3,0,0
7388,Dragon,Fairy,75,110,110,110,105,80,3,0,Normal,None,255,10,10,75,135,55,2,0,0
7389,Grass,None,75,98,63,98,63,101,5,0,Psychic,Flying,67,57,55,77,55,114,5,0,1
7390,Electric,None,70,75,80,135,80,135,3,0,Ice,None,55,69,85,32,35,28,6,0,0
7391,Water,None,45,67,60,35,50,63,1,0,Grass,Poison,45,50,55,75,65,30,1,0,0
7392,Normal,Grass,80,100,70,60,70,95,5,0,Rock,Fight,91,129,90,72,90,108,5,1,1
7393,Ice,Flying,90,85,100,95,125,85,1,1,Normal,None,30,56,35,25,35,72,1,0,0
7394,Bug,None,65,125,100,55,70,85,1,0,Normal,None,65,80,65,35,65,60,5,0,0
7395,Water,None,170,90,45,90,45,60,3,0,Bug,Poison,65,90,40,45,80,75,1,0,1
7396,Water,None,53,51,53,61,56,40,4,0,Normal,Flying,100,50,50,76,96,70,2,0,1
7397,Ghost,Dark,50,92,108,92,108,35,4,0,Water,None,20,15,20,10,55,80,3,0,0
7398,Rock,Grass,86,81,97,81,107,43,3,0,Grass,Fairy,40,27,60,37,50,66,5,0,1
7399,Steel,Psychic,100,100,100,100,100,100,3,1,Ground,Dark,95,117,80,65,70,92,5,0,1
7400,Grass,None,50,85,40,85,40,35,3,0,Steel,Ghost,60,50,150,50,150,60,6,0,1
7401,Fire,Fight,80,160,80,130,80,100,3,0,Poison,None,73,100,60,100,60,65,3,0,0
7402,Dragon,None,45,50,35,55,75,40,6,0,Rock,Ground,35,45,160,30,45,70,1,0,1
7403,Normal,Fairy,90,30,15,40,20,15,2,0,Electric,None,70,55,55,80,60,45,2,0,1
7404,Fire,None,65,130,60,95,110,65,1,0,Steel,Psychic,60,75,100,55,80,50,3,0,0
7405,Rock,Dark,100,164,150,95,120,71,2,0,Normal,Grass,60,60,50,40,50,75,5,0,1
7406,Steel,Fairy,50,85,85,55,55,50,3,0,Poison,None,55,47,52,40,40,41,1,0,0
7407,Rock,Water,35,40,100,90,55,35,1,0,Bug,None,77,85,51,55,51,65,4,0,1
7408,Electric,Flying,55,75,60,75,60,103,5,0,Psychic,None,110,65,75,125,85,30,5,0,0
7409,Poison,Fight,48,61,40,61,40,50,4,0,Bug,Poison,40,60,40,40,40,30,2,0,0
7410,Fire,Flying,78,84,78,109,85,100,1,0,Bug,None,65,47,55,73,75,85,3,0,0
7411,Steel,None,80,75,150,75,150,50,3,1,Psychic,None,45,30,50,55,65,45,5,0,0
7412,Ice,Flying,90,85,100,95,125,85,1,1,Rock,Fairy,50,100,150,100,150,50,6,1,0
7413,Ghost,Flying,90,50,34,60,44,70,4,0,Bug,None,50,75,45,40,45,60,5,0,0
7414,Rock,Ground,35,45,160,30,45,70,1,0,Water,None,41,56,40,62,44,71,6,0,1
7415,Water,None,20,15,20,10,55,80,3,0,Bug,Poison,40,60,40,40,40,30,2,0,1
7416,Bug,Steel,71,120,95,120,95,99,5,0,Fire,Flying,106,130,90,110,154,90,2,1,0
7417,Dragon,Ice,125,120,90,170,100,95,5,1,Steel,Ghost,59,110,150,45,49,35,6,0,0
7418,Ghost,Poison,30,35,30,100,35,80,1,0,Grass,Flying,75,55,70,55,95,110,2,0,1
7419,Grass,None,40,45,35,65,55,70,3,0,Electric,Steel,70,70,115,130,90,60,4,0,0
7420,Ice,Water,70,40,50,55,50,25,3,0,Rock,Fairy,50,100,150,100,150,50,6,1,1
7421,Fire,Psychic,75,69,72,114,100,104,6,0,Water,None,54,63,52,83,56,97,6,0,0
7422,Normal,None,45,60,45,25,45,55,5,0,Bug,None,45,45,35,20,30,20,3,0,0
7423,Dark,None,40,65,40,80,40,65,5,0,Water,Electric,125,58,58,76,76,67,2,0,1
7424,Fire,Fight,110,123,65,100,65,65,5,0,Ice,Ground,110,130,80,70,60,80,4,0,1
7425,Electric,None,90,75,85,115,90,55,2,0,Psychic,None,50,95,90,95,90,180,3,1,1
7426,Fire,None,55,70,45,70,50,60,1,0,Psychic,None,45,30,50,65,50,45,4,0,0
7427,Bug,Poison,60,50,70,50,90,65,3,0,Fire,None,65,95,57,100,85,93,1,0,1
7428,Dragon,Fairy,75,110,110,110,105,80,3,0,Bug,None,40,29,45,29,45,36,4,0,0
7429,Normal,None,60,60,60,60,60,60,3,0,Dark,Dragon,72,85,70,65,70,58,5,0,0
7430,Grass,Poison,45,50,55,75,65,30,1,0,Rock,None,55,75,85,25,25,15,5,0,0
7431,Electric,Water,50,65,107,105,107,86,4,0,Poison,Ground,81,102,77,85,75,85,1,0,0
7432,Fire,None,50,53,48,53,48,64,5,0,Fight,Psychic,30,40,55,40,55,60,3,0,0
7433,Electric,None,90,75,85,115,90,55,2,0,Grass,Psychic,95,95,85,125,65,55,1,0,1
7434,Fire,None,105,140,55,30,55,95,5,0,Electric,None,55,40,40,65,45,35,2,0,0
7435,Steel,None,40,55,70,45,60,30,5,0,Dark,None,40,65,40,80,40,65,5,0,1
7436,Normal,Flying,63,60,55,50,50,71,1,0,Psychic,None,65,40,50,125,60,30,5,0,0
7437,Ghost,Grass,65,90,122,58,75,84,6,0,Bug,None,50,75,45,40,45,60,5,0,0
7438,Normal,None,35,46,34,35,45,20,2,0,Ice,None,55,70,40,60,40,40,5,0,1
7439,Bug,None,77,85,51,55,51,65,4,0,Grass,Steel,44,50,91,24,86,10,5,0,0
7440,Grass,Dark,90,100,60,90,60,80,3,0,Ice,None,95,117,184,44,46,28,6,0,0
7441,Dark,None,65,130,60,75,60,75,3,0,Water,Grass,40,30,30,40,50,30,3,0,0
7442,Fight,None,45,85,50,55,50,65,5,0,Grass,Flying,55,45,50,45,65,80,2,0,1
7443,Dragon,Flying,95,135,80,110,80,100,3,0,Electric,None,75,100,63,80,63,116,5,0,1
7444,Dark,None,65,150,60,115,60,115,3,0,Grass,None,70,60,70,87,78,85,4,0,0
7445,Ice,None,50,50,50,50,50,50,3,0,Normal,None,35,46,34,35,45,20,2,0,0
7446,Water,Electric,125,58,58,76,76,67,2,0,Bug,Flying,60,45,50,90,80,70,1,0,1
7447,Bug,Rock,20,10,230,10,230,5,2,0,Fire,None,78,84,78,109,85,100,2,0,1
7448,Rock,Grass,86,81,97,81,107,43,3,0,Fairy,None,95,70,73,95,90,60,1,0,1
7449,Psychic,Fairy,38,35,35,65,55,50,3,0,Ground,Psychic,40,40,55,40,70,55,3,0,1
7450,Water,None,165,75,80,40,45,65,5,0,Rock,Dark,100,164,150,95,120,71,2,0,1
7451,Bug,None,50,40,85,40,65,25,5,0,Normal,None,150,160,100,95,65,100,3,0,1
7452,Bug,None,65,125,100,55,70,85,1,0,Water,None,70,92,65,80,55,98,5,0,1
7453,Psychic,Ghost,80,110,60,150,130,70,6,1,Bug,Flying,55,35,50,55,110,85,2,0,1
