,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
1169,Water,Flying,60,50,100,85,70,65,3,0,Fire,None,78,84,78,109,85,100,2,0,1
1170,Flying,None,79,115,70,125,80,111,5,1,Grass,Dark,90,100,60,90,60,80,3,0,0
1171,Psychic,None,65,50,70,95,80,65,3,0,Dragon,None,46,87,60,30,40,57,5,0,0
1172,Ground,Flying,65,75,105,35,65,85,2,0,Grass,None,60,40,60,40,60,35,3,0,0
1173,Grass,None,40,40,50,30,30,30,3,0,Normal,Flying,55,75,50,40,40,80,4,0,1
1174,Ghost,Grass,43,70,48,50,60,38,6,0,Steel,Psychic,40,55,80,35,60,30,3,0,0
1175,Ghost,Grass,59,66,70,44,55,41,6,0,Rock,None,55,75,85,25,25,15,5,0,0
1176,Water,None,55,55,45,63,45,45,5,0,Dragon,Fire,100,120,100,150,120,90,5,1,1
1177,Normal,None,65,80,65,35,65,60,5,0,Psychic,None,65,40,50,125,60,30,5,0,0
1178,Ghost,Grass,49,66,70,44,55,51,6,0,Normal,Flying,100,50,50,76,96,70,2,0,1
1179,Bug,Flying,70,110,80,55,80,105,1,0,Dark,Fire,75,90,90,140,90,115,2,0,1
1180,Dark,Psychic,86,92,88,68,75,73,6,0,Ground,Dark,60,82,45,45,45,74,5,0,1
1181,Dragon,None,46,87,60,30,40,57,5,0,Psychic,None,50,180,20,180,20,150,3,1,1
1182,Fight,Steel,70,110,70,115,70,90,4,0,Ice,Water,110,80,90,95,90,65,3,0,0
1183,Rock,Ground,40,80,100,30,30,20,1,0,Ghost,None,45,100,135,65,135,45,4,0,1
1184,Bug,None,45,45,35,20,30,20,3,0,Bug,Poison,45,25,50,25,25,35,1,0,1
1185,Electric,None,55,40,40,65,45,35,2,0,Fight,None,80,100,70,50,60,45,1,0,1
1186,Electric,Water,50,65,107,105,107,86,4,0,Ground,None,90,60,60,40,40,40,2,0,1
1187,Electric,Ghost,50,50,77,95,77,91,4,0,Dark,None,65,150,60,115,60,115,3,0,1
1188,Psychic,Ghost,80,110,60,150,130,70,6,1,Dark,Fire,75,90,50,110,80,95,2,0,1
1189,Fight,None,35,35,35,35,35,35,2,0,Bug,Grass,60,59,85,79,105,36,4,0,1
1190,Dark,Fire,75,90,90,140,90,115,2,0,Dark,None,41,50,37,50,37,66,5,0,0
1191,Grass,None,75,80,95,90,100,50,2,0,Ground,Rock,105,130,120,45,45,40,1,0,0
1192,Fight,None,90,130,80,65,85,55,1,0,Rock,None,70,105,105,50,40,20,5,0,0
1193,Grass,Flying,35,35,40,35,55,50,2,0,Water,Flying,75,87,63,87,63,98,5,0,1
1194,Normal,Flying,52,65,55,58,62,60,1,0,Fire,Flying,78,84,78,109,85,100,1,0,1
1195,Psychic,Flying,65,75,70,95,70,95,2,0,Ghost,Flying,150,80,44,90,54,80,4,0,0
1196,Ghost,Grass,65,90,122,58,75,84,6,0,Grass,None,66,65,48,62,57,52,6,0,0
1197,Ghost,Grass,65,90,122,58,75,84,6,0,Fire,None,55,70,45,70,50,60,1,0,0
1198,Water,None,50,52,48,65,50,55,1,0,Rock,Ice,77,59,50,67,63,46,6,0,0
1199,Electric,None,60,50,40,85,75,95,3,0,Bug,Rock,70,95,125,65,75,45,5,0,1
1200,Fairy,None,82,80,86,85,75,72,6,0,Bug,None,40,29,45,29,45,36,4,0,0
1201,Fight,Psychic,30,40,55,40,55,60,3,0,Dark,None,95,65,110,60,130,65,2,0,1
1202,Ground,None,90,60,60,40,40,40,2,0,Electric,None,45,63,37,65,55,95,2,0,0
1203,Grass,None,100,100,100,100,100,100,4,1,Normal,None,105,125,100,60,100,100,1,0,1
1204,Ground,None,60,85,40,30,45,68,5,0,Water,None,100,100,90,150,140,90,3,1,1
1205,Normal,Flying,83,80,75,70,70,101,1,0,Grass,None,80,82,100,83,100,80,2,0,0
1206,Water,Flying,40,30,30,55,30,85,3,0,Psychic,None,85,73,70,73,115,67,1,0,0
1207,Rock,None,30,45,135,45,90,30,3,0,Dark,None,60,105,60,120,60,105,5,0,1
1208,Steel,Psychic,100,100,100,100,100,100,3,1,Dragon,Ice,125,120,90,170,100,95,5,1,0
1209,Bug,None,50,35,55,25,25,15,3,0,Water,Flying,95,125,79,60,100,81,1,0,1
1210,Grass,None,45,45,55,45,55,63,5,0,Ice,Water,70,40,50,55,50,25,3,0,0
1211,Steel,Psychic,60,75,100,55,80,50,3,0,Flying,Dragon,40,30,35,45,40,55,6,0,1
1212,Normal,None,55,55,50,45,65,55,1,0,Ghost,None,58,50,145,95,105,30,5,0,1
1213,Grass,None,40,40,50,30,30,30,3,0,Electric,None,35,55,40,50,50,90,1,0,1
1214,Normal,Flying,45,50,43,40,38,62,6,0,Normal,Flying,40,55,30,30,30,85,3,0,1
1215,Psychic,None,80,45,65,90,110,80,3,0,Fight,None,40,80,35,35,45,70,1,0,0
1216,Fire,Fight,90,93,55,70,55,55,5,0,Fire,None,65,100,70,80,80,105,1,0,1
1217,Fire,Flying,106,130,90,110,154,90,2,1,Electric,Fairy,67,58,57,81,67,101,6,0,1
1218,Ground,Flying,89,125,90,115,80,101,5,1,Water,Dark,63,120,85,90,55,55,3,0,0
1219,Water,Fairy,70,20,50,20,50,40,2,0,Dark,Fire,75,90,50,110,80,95,2,0,1
1220,Bug,Flying,60,70,50,100,50,65,3,0,Electric,Normal,44,38,33,61,43,70,6,0,1
1221,Normal,None,135,85,40,40,85,5,4,0,Water,None,64,66,68,81,76,50,4,0,0
1222,Dragon,Fairy,75,110,110,110,105,80,3,0,Water,None,100,100,100,100,100,100,4,0,1
1223,Ghost,Fire,60,40,60,95,60,55,5,0,Bug,None,65,47,55,73,75,85,3,0,1
1224,Bug,Grass,75,103,80,70,80,92,5,0,Normal,None,110,160,110,80,110,100,4,1,1
1225,Ground,None,10,55,25,35,45,95,1,0,Water,None,69,69,76,69,86,91,4,0,0
1226,Water,None,80,80,80,80,80,80,4,0,Normal,None,105,95,80,40,80,90,1,0,1
1227,Water,None,50,53,62,58,63,44,6,0,Poison,Ground,81,102,77,85,75,85,1,0,1
1228,Normal,Flying,40,55,30,30,30,60,4,0,Grass,Flying,75,55,70,55,95,110,2,0,1
1229,Bug,Rock,20,10,230,10,230,5,2,0,Poison,None,61,72,57,55,55,65,1,0,1
1230,Psychic,None,65,50,70,95,80,65,3,0,Psychic,Fairy,38,35,35,65,55,50,3,0,0
1231,Grass,None,75,75,55,105,85,30,2,0,Fight,Psychic,60,100,85,80,85,100,3,0,1
1232,Fight,Psychic,60,60,75,60,75,80,3,0,Water,None,85,105,55,85,50,115,4,0,1
1233,Ghost,Fire,50,30,55,65,55,20,5,0,Fire,Fight,90,93,55,70,55,55,5,0,1
1234,Grass,Flying,100,103,75,120,75,127,4,1,Rock,Dragon,82,121,119,69,59,71,6,0,0
1235,Ghost,Fire,60,40,60,95,60,55,5,0,Water,Psychic,60,75,85,100,85,115,1,0,1
1236,Psychic,None,50,95,90,95,90,180,3,1,Ground,Dragon,50,70,50,50,50,70,3,0,0
1237,Fight,Flying,78,92,75,74,63,118,6,0,Fire,None,78,84,78,109,85,100,2,0,0
1238,Bug,Fight,80,125,75,40,95,85,2,0,Rock,Flying,75,140,65,112,65,110,5,0,1
1239,Psychic,None,65,65,60,130,95,110,2,0,Water,Ice,90,70,80,70,95,70,1,0,0
1240,Water,None,59,63,80,65,80,58,1,0,Psychic,None,45,30,50,55,65,45,5,0,0
1241,Normal,None,50,45,45,35,35,50,3,0,Psychic,None,50,150,50,150,50,150,3,1,1
1242,Psychic,Flying,65,75,70,95,70,95,2,0,Water,Ground,55,45,45,25,25,15,2,0,0
1243,Bug,Poison,45,25,50,25,25,35,1,0,Grass,None,40,45,35,65,55,70,3,0,1
1244,Dark,Fight,50,75,70,35,70,48,5,0,Bug,Flying,65,65,45,75,45,95,2,0,1
1245,Grass,Fight,60,130,80,60,60,70,3,0,Bug,None,45,22,60,27,30,29,6,0,0
1246,Rock,Psychic,70,95,85,55,65,70,3,0,Normal,Flying,40,45,40,35,35,56,1,0,0
1247,Dragon,Ground,108,100,121,81,95,95,6,1,Dark,Steel,65,125,100,60,70,70,5,0,0
1248,Psychic,Flying,40,50,45,70,45,70,2,0,Dark,Flying,60,85,42,85,42,91,2,0,1
1249,Dark,None,65,150,60,115,60,115,3,0,Psychic,None,85,73,70,73,115,67,1,0,0
1250,Normal,None,75,80,60,65,90,102,6,0,Ground,None,90,60,60,40,40,40,2,0,0
1251,Psychic,None,50,70,160,70,160,90,3,1,Ground,None,35,80,50,50,70,120,1,0,1
1252,Poison,None,60,85,69,65,79,80,1,0,Poison,Fight,83,106,65,86,65,85,4,0,1
1253,Water,None,53,51,53,61,56,40,4,0,Water,None,100,100,90,150,140,90,3,1,1
1254,Water,Dragon,90,120,100,150,120,100,4,1,Fire,Flying,78,104,78,159,115,100,1,0,1
1255,Grass,None,45,45,55,45,55,63,5,0,Rock,Ground,80,120,130,55,65,45,1,0,0
1256,Bug,Flying,61,90,45,50,50,160,3,0,Psychic,None,50,180,20,180,20,150,3,1,0
1257,Rock,Ground,50,64,50,45,50,41,2,0,Normal,Flying,100,123,75,57,75,80,5,0,1
1258,Water,Ground,75,65,55,65,55,69,5,0,Normal,Flying,40,55,30,30,30,60,4,0,1
1259,Bug,Rock,50,65,85,35,35,55,5,0,Poison,Ground,81,102,77,85,75,85,1,0,1
1260,Bug,Flying,55,35,50,55,110,85,2,0,Bug,Flying,61,90,45,50,50,160,3,0,1
1261,Fight,None,80,100,70,50,60,45,1,0,Poison,None,80,80,50,40,50,25,1,0,0
1262,Psychic,Flying,65,75,70,95,70,95,2,0,Rock,Fairy,50,50,150,50,150,50,6,0,0
1263,Normal,Fairy,103,60,126,80,126,50,5,0,Dark,Fire,75,90,50,110,80,95,2,0,1
1264,Psychic,None,76,25,45,67,55,24,5,0,Grass,None,75,89,85,55,65,36,4,0,1
1265,Water,None,30,105,90,25,25,50,1,0,Grass,None,66,65,48,62,57,52,6,0,1
1266,Normal,None,75,95,60,65,60,115,5,0,Ghost,Fire,60,40,60,95,60,55,5,0,1
1267,Dark,None,35,55,35,30,30,35,3,0,Ice,None,80,50,100,100,200,50,3,1,1
1268,Dragon,Psychic,80,130,100,160,120,110,3,1,Poison,Fight,48,61,40,61,40,50,4,0,0
1269,Fire,Fight,110,123,65,100,65,65,5,0,Water,None,55,65,95,95,45,85,1,0,1
1270,Electric,None,45,63,37,65,55,95,2,0,Normal,Flying,40,45,40,35,35,56,1,0,0
1271,Water,None,71,73,88,120,89,59,6,0,Bug,Flying,30,30,42,30,42,70,4,0,1
1272,Fight,Dark,95,124,78,69,71,58,6,0,Normal,None,85,80,70,135,75,90,4,0,1
1273,Grass,None,65,110,130,60,65,95,4,0,Electric,Grass,50,65,107,105,107,86,4,0,0
1274,Bug,None,50,35,55,25,25,15,3,0,Water,None,80,82,78,95,80,85,1,0,1
1275,Ground,Psychic,60,70,105,70,120,75,3,0,Psychic,None,50,180,20,180,20,150,3,1,1
1276,Ground,None,90,60,60,40,40,40,2,0,Psychic,Flying,55,45,43,55,43,72,5,0,1
1277,Grass,None,45,35,50,70,50,30,5,0,Water,None,75,75,60,83,60,60,5,0,1
1278,Electric,None,35,55,40,45,40,60,5,0,Fight,None,40,70,40,35,40,60,4,0,1
1279,Water,None,170,90,45,90,45,60,3,0,Steel,Psychic,60,75,100,55,80,50,3,0,0
1280,Fire,Rock,50,50,120,80,80,30,2,0,Steel,Psychic,40,55,80,35,60,30,3,0,1
1281,Fairy,None,101,72,72,99,89,29,6,0,Psychic,None,110,65,75,125,85,30,5,0,1
1282,Water,None,55,55,45,63,45,45,5,0,Bug,None,45,22,60,27,30,29,6,0,0
1283,Bug,Steel,58,109,112,48,48,109,5,0,Rock,Steel,30,42,118,42,88,30,4,0,0
1284,Electric,None,35,55,40,45,40,60,5,0,Psychic,Flying,72,58,80,103,80,97,5,0,1
1285,Water,Dragon,90,120,100,150,120,100,4,1,Dragon,None,41,64,45,50,50,50,1,0,0
1286,Bug,Flying,55,35,50,55,110,85,2,0,Steel,None,60,80,95,70,85,50,5,0,0
1287,Water,Ghost,55,40,50,65,85,40,5,0,Psychic,Fight,106,190,100,154,100,130,1,1,0
1288,Ground,Fire,100,180,160,150,90,90,3,1,Water,Ice,50,95,180,85,45,70,1,0,0
1289,Grass,Poison,40,30,35,50,70,55,4,0,Fire,Psychic,105,30,105,140,105,55,5,0,1
1290,Water,None,71,73,88,120,89,59,6,0,Ghost,Fire,50,30,55,65,55,20,5,0,0
1291,Dragon,None,68,75,53,83,113,60,6,0,Poison,Dragon,65,75,90,97,123,44,6,0,0
1292,Psychic,None,106,110,90,154,90,130,1,1,Bug,Rock,70,95,125,65,75,45,5,0,0
1293,Rock,Psychic,70,95,85,55,65,70,3,0,Fight,Psychic,60,100,85,80,85,100,3,0,1
1294,Dark,None,64,88,50,88,50,106,5,0,Bug,Grass,60,59,85,79,105,36,4,0,0
1295,Rock,Water,30,80,90,55,45,55,1,0,Ghost,Fire,60,55,90,145,90,80,5,0,1
1296,Water,Grass,80,70,70,90,100,70,3,0,Psychic,Fairy,28,25,25,45,35,40,3,0,0
1297,Normal,None,85,80,90,105,95,60,2,0,Fire,None,45,60,40,70,50,45,3,0,0
1298,Fire,None,73,76,75,81,100,100,1,0,Normal,Flying,50,55,50,36,30,43,5,0,0
1299,Dragon,Flying,91,134,95,100,100,80,1,0,Ice,Water,90,60,70,75,70,45,3,0,0
1300,Dark,Fire,45,60,30,80,50,65,2,0,Steel,Ground,75,125,230,55,95,30,2,0,1
1301,Fight,None,50,120,53,35,110,87,1,0,Fight,None,50,95,95,35,110,70,2,0,0
1302,Water,Rock,55,55,85,65,85,35,2,0,Fight,None,40,70,40,35,40,60,4,0,1
1303,Bug,Steel,75,90,140,60,60,40,2,0,Bug,Flying,65,155,120,65,90,105,1,0,1
1304,Dark,None,70,90,90,135,90,125,4,1,Normal,None,30,56,35,25,35,72,1,0,0
1305,Normal,Flying,60,30,30,36,56,50,2,0,Grass,Flying,75,55,70,55,95,110,2,0,1
1306,Grass,None,75,80,95,90,100,50,2,0,Bug,Poison,65,150,40,15,80,145,1,0,1
1307,Fight,Steel,70,110,70,115,70,90,4,0,Normal,Ground,85,56,77,50,77,78,6,0,0
1308,Fight,Steel,70,110,70,115,70,90,4,0,Bug,Grass,75,103,80,70,80,92,5,0,1
1309,Psychic,Fairy,68,65,65,125,115,80,3,0,Normal,None,75,95,60,65,60,115,5,0,1
1310,Ghost,Dragon,150,120,100,120,100,90,4,1,Dragon,None,77,120,90,60,90,48,5,0,0
1311,Ice,None,80,120,80,120,80,100,3,0,Fight,None,35,35,35,35,35,35,2,0,0
1312,Electric,None,75,100,63,80,63,116,5,0,Fire,None,58,64,58,80,65,80,1,0,0
1313,Water,None,59,63,80,65,80,58,1,0,Bug,Grass,45,53,70,40,60,42,5,0,0
1314,Normal,None,30,56,35,25,35,72,1,0,Water,None,75,98,63,98,63,101,5,0,1
1315,Bug,Poison,65,150,40,15,80,145,1,0,Bug,Poison,40,60,40,40,40,30,2,0,0
1316,Rock,None,55,75,85,25,25,15,5,0,Psychic,Fairy,20,25,45,70,90,60,4,0,0
1317,Normal,Flying,100,50,50,76,96,70,2,0,Fight,None,75,125,75,30,75,85,5,0,1
1318,Bug,Rock,70,95,125,65,75,45,5,0,Electric,None,80,120,79,95,79,70,4,0,1
1319,Dark,None,40,65,40,80,40,65,5,0,Grass,None,70,60,75,110,75,90,5,0,1
1320,Steel,Psychic,57,24,86,24,86,23,4,0,Normal,None,60,60,60,35,35,30,3,0,1
1321,Normal,None,65,76,84,54,96,105,4,0,Ice,None,80,120,80,120,80,100,3,0,0
1322,Grass,None,100,100,125,110,50,50,4,0,Bug,Grass,60,59,85,79,105,36,4,0,0
1323,Bug,Flying,60,45,50,90,80,70,1,0,Normal,None,75,100,95,40,70,110,1,0,1
1324,Normal,Flying,40,55,30,30,30,85,3,0,Psychic,Fairy,68,65,65,125,115,80,3,0,0
1325,Steel,Psychic,80,135,130,95,90,70,3,0,Water,None,95,100,85,108,70,70,5,0,1
1326,Dragon,Ice,125,170,100,120,90,95,5,1,Water,None,100,100,90,150,140,90,3,1,0
1327,Steel,None,60,100,115,70,85,90,5,0,Poison,Flying,40,45,35,30,40,55,1,0,0
1328,Fire,Fight,80,120,70,110,70,80,3,0,Fairy,Flying,85,50,95,120,115,80,4,0,1
1329,Water,None,55,104,105,94,75,52,3,0,Water,Grass,60,50,50,60,70,50,3,0,0
1330,Water,None,130,65,60,110,95,65,1,0,Steel,Rock,70,110,180,60,60,50,3,0,0
1331,Rock,Dark,100,134,110,95,100,61,2,0,Water,Psychic,90,65,65,40,40,15,1,0,0
1332,Poison,None,80,80,50,40,50,25,1,0,Poison,Flying,85,90,80,70,80,130,2,0,1
1333,Dragon,None,77,120,90,60,90,48,5,0,Water,Psychic,95,75,180,130,80,30,1,0,0
1334,Psychic,Fire,100,100,100,100,100,100,5,1,Steel,None,40,55,70,45,60,30,5,0,0
1335,Fire,Flying,78,84,78,109,85,100,1,0,Bug,Poison,70,65,60,90,75,90,1,0,0
1336,Rock,Flying,80,135,85,70,95,150,1,0,Grass,None,123,100,62,97,81,68,6,0,0
1337,Grass,None,75,89,85,55,65,36,4,0,Ground,None,90,60,60,40,40,40,2,0,1
1338,Bug,None,45,30,35,20,20,45,1,0,Steel,Dragon,100,120,120,150,100,90,4,1,1
1339,Bug,None,45,30,35,20,20,45,1,0,Electric,Flying,90,90,85,125,90,100,1,1,1
1340,Fire,Fight,80,160,80,130,80,100,3,0,Normal,Flying,76,65,45,92,42,91,4,0,0
1341,Normal,None,105,95,80,40,80,90,1,0,Electric,None,40,30,50,55,55,100,1,0,1
1342,Fight,None,40,80,35,35,45,70,1,0,Bug,Flying,65,65,45,75,45,95,2,0,1
1343,Psychic,None,45,30,40,105,50,20,5,0,Ghost,None,58,50,145,95,105,30,5,0,1
1344,Fairy,None,70,45,48,60,65,35,1,0,Fire,Flying,78,104,78,159,115,100,1,0,1
1345,Fire,None,59,59,58,90,70,73,6,0,Electric,None,80,120,79,95,79,70,4,0,0
1346,Water,Dragon,90,120,100,150,120,100,4,1,Water,Dark,95,155,109,70,130,81,1,0,0
1347,Rock,Grass,66,41,77,61,87,23,3,0,Fire,Ground,60,60,40,65,45,35,3,0,1
1348,Psychic,None,50,180,20,180,20,150,3,1,Water,None,130,70,35,70,35,60,3,0,0
1349,Poison,Dark,63,63,47,41,41,74,4,0,Ice,Water,90,60,70,75,70,45,3,0,0
1350,Fire,None,115,115,85,90,75,100,2,1,Ice,Ground,110,130,80,70,60,80,4,0,0
1351,Water,Ground,105,95,75,85,75,74,5,0,Water,None,100,75,115,90,115,85,2,1,1
1352,Water,Flying,40,30,30,55,30,85,3,0,Ground,None,35,80,50,50,70,120,1,0,1
1353,Fight,None,50,105,79,35,110,76,1,0,Water,Ghost,55,40,50,65,85,40,5,0,1
1354,Fight,None,105,140,95,55,65,45,5,0,Fight,Psychic,60,100,85,80,85,100,3,0,1
1355,Poison,None,55,47,52,40,40,41,1,0,Fight,None,85,105,85,40,50,40,5,0,0
1356,Water,Psychic,60,75,85,100,85,115,1,0,Normal,None,65,80,65,35,65,60,5,0,0
1357,Grass,Dark,90,100,60,90,60,80,3,0,Water,None,85,105,55,85,50,115,4,0,1
1358,Psychic,Fire,100,100,100,100,100,100,5,1,Bug,None,50,35,55,25,25,15,3,0,0
1359,Ghost,Grass,43,70,48,50,60,38,6,0,Grass,Fight,91,90,72,90,129,108,5,1,1
1360,Ice,None,71,95,85,110,95,79,5,0,Dragon,Electric,100,150,120,120,100,90,5,1,1
1361,Rock,Flying,80,135,85,70,95,150,1,0,Psychic,Flying,72,58,80,103,80,97,5,0,0
1362,Grass,None,75,75,95,75,95,113,5,0,Poison,None,105,105,75,65,100,50,1,0,1
1363,Fire,Flying,62,73,55,56,52,84,6,0,Water,None,50,53,48,53,48,64,5,0,0
1364,Fairy,None,82,80,86,85,75,72,6,0,Electric,Flying,79,115,70,125,80,111,5,1,1
1365,Rock,None,55,75,85,25,25,15,5,0,Dragon,Ground,108,170,115,120,95,92,4,0,1
1366,Water,Grass,60,50,50,60,70,50,3,0,Ice,Psychic,45,30,15,85,65,65,2,0,1
1367,Water,None,170,90,45,90,45,60,3,0,Rock,Psychic,70,95,85,55,65,70,3,0,1
1368,Ghost,Flying,90,50,34,60,44,70,4,0,Bug,Rock,50,65,85,35,35,55,5,0,0
1369,Ice,None,71,95,85,110,95,79,5,0,Rock,Dragon,82,121,119,69,59,71,6,0,0
1370,Ice,None,80,120,80,120,80,100,3,0,Grass,None,70,85,65,105,85,120,3,0,1
1371,Water,Ground,105,95,75,85,75,74,5,0,Fire,None,44,58,44,58,44,61,4,0,0
1372,Normal,Flying,35,85,45,35,35,75,1,0,Fairy,None,126,131,95,131,98,99,6,1,1
1373,Poison,Dragon,65,75,90,97,123,44,6,0,Dragon,None,66,117,70,40,50,67,5,0,1
1374,Ghost,Poison,60,65,80,170,95,130,1,0,Normal,Flying,35,85,45,35,35,75,1,0,1
1375,Rock,Psychic,70,95,85,55,65,70,3,0,Normal,None,250,5,5,35,105,50,1,0,0
1376,Rock,Ground,40,80,100,30,30,20,1,0,Bug,Flying,86,76,86,116,56,95,4,0,1
1377,Water,None,30,40,70,70,25,60,1,0,Bug,Flying,40,20,30,40,80,55,2,0,0
1378,Bug,Rock,20,10,230,10,230,5,2,0,Grass,None,70,85,65,105,85,120,3,0,1
1379,Ghost,None,44,75,35,63,33,45,3,0,Psychic,Fairy,38,35,35,65,55,50,3,0,1
1380,Water,None,35,64,85,74,55,32,3,0,Psychic,None,45,30,40,105,50,20,5,0,0
1381,Normal,None,120,120,120,120,120,120,4,1,Rock,None,67,125,40,30,30,58,4,0,0
1382,Normal,None,100,5,5,15,65,30,4,0,Normal,None,85,110,90,45,90,80,5,0,1
1383,Dragon,Flying,105,150,90,150,90,95,3,1,Fire,None,65,95,57,100,85,93,1,0,0
1384,Fairy,Flying,85,50,95,120,115,80,4,0,Ice,None,50,50,50,50,50,50,3,0,0
1385,Electric,Normal,44,38,33,61,43,70,6,0,Bug,Flying,86,76,86,116,56,95,4,0,1
1386,Water,Ice,90,70,80,70,95,70,1,0,Normal,None,55,70,55,40,55,85,2,0,1
1387,Bug,None,50,35,55,25,25,15,3,0,Dragon,Psychic,80,80,90,110,130,110,3,1,1
1388,Fire,Flying,78,84,78,109,85,100,1,0,Fire,None,105,140,55,30,55,95,5,0,0
1389,Dark,Steel,65,125,100,60,70,70,5,0,Grass,Fight,88,107,122,74,75,64,6,0,0
1390,Dragon,Ground,108,130,95,80,85,102,4,0,Water,Ground,100,110,90,85,90,60,3,0,0
1391,Electric,None,55,40,40,65,45,35,2,0,Electric,Normal,44,38,33,61,43,70,6,0,1
1392,Fire,None,65,100,70,80,80,105,1,0,Bug,None,50,40,85,40,65,25,5,0,0
1393,Fire,None,70,85,140,85,70,20,3,0,Bug,Water,40,30,32,50,52,65,3,0,0
1394,Rock,None,30,45,135,45,90,30,3,0,Rock,Grass,86,81,97,81,107,43,3,0,1
1395,Dark,Fire,45,60,30,80,50,65,2,0,Ghost,None,64,165,75,93,83,75,3,0,1
1396,Psychic,Grass,100,100,100,100,100,100,2,0,Dark,None,64,88,50,88,50,106,5,0,1
1397,Fight,None,90,130,80,65,85,55,1,0,Grass,None,65,55,115,100,40,60,1,0,1
1398,Electric,None,60,90,55,90,80,110,1,0,Steel,Psychic,67,89,116,79,116,33,4,0,0
1399,Bug,None,65,125,100,55,70,85,1,0,Ground,Ghost,59,74,50,35,50,35,5,0,1
1400,Water,None,65,65,65,50,50,90,1,0,Dragon,None,61,84,65,70,70,70,1,0,0
1401,Normal,Fight,65,136,94,54,96,135,4,0,Fight,None,75,125,75,30,75,85,5,0,0
1402,Normal,Flying,62,77,62,50,42,65,5,0,Normal,None,150,160,100,95,65,100,3,0,1
1403,Steel,Rock,70,110,180,60,60,50,3,0,Normal,Flying,60,110,70,60,60,100,1,0,0
1404,Flying,None,79,100,80,110,90,121,5,1,Water,None,55,130,115,50,50,75,1,0,0
1405,Water,None,75,105,75,105,75,45,2,0,Bug,None,50,35,55,25,25,15,3,0,0
1406,Fight,None,80,100,70,50,60,45,1,0,Dragon,Ground,68,90,65,50,55,82,4,0,1
1407,Dark,Flying,110,65,105,55,95,80,5,0,Water,None,50,52,48,65,50,55,1,0,0
1408,Rock,Fairy,50,50,150,50,150,50,6,0,Dragon,Ground,68,90,65,50,55,82,4,0,1
1409,Water,None,130,70,35,70,35,60,3,0,Grass,Flying,55,45,50,45,65,80,2,0,1
1410,Water,None,53,51,53,61,56,40,4,0,Fairy,None,95,65,65,110,130,60,6,0,1
1411,Normal,Flying,40,55,30,30,30,85,3,0,Psychic,Fairy,38,35,35,65,55,50,3,0,0
1412,Normal,Flying,63,60,55,50,50,71,1,0,Dragon,Flying,105,150,90,150,90,95,3,1,1
1413,Bug,Flying,80,52,50,90,50,89,6,0,Ghost,Grass,75,95,122,58,75,69,6,0,0
1414,Rock,None,67,125,40,30,30,58,4,0,Fire,Fight,60,85,60,85,60,55,3,0,0
1415,Ground,None,108,112,118,68,72,47,4,0,Water,None,65,45,55,45,70,45,1,0,0
1416,Psychic,None,65,65,60,130,95,110,2,0,Electric,Normal,62,55,52,109,94,109,6,0,0
1417,Dragon,Flying,91,134,95,100,100,80,1,0,Fire,Flying,78,84,78,109,85,100,1,0,1
1418,Water,None,100,150,90,180,160,90,3,1,Steel,Fight,91,90,129,90,72,108,5,1,1
1419,Ghost,None,40,70,130,60,130,25,3,0,Psychic,None,75,125,70,125,70,115,4,1,1
1420,Water,None,59,63,80,65,80,58,1,0,Ice,None,95,117,184,44,46,28,6,0,0
1421,Steel,Rock,70,110,180,60,60,50,3,0,Normal,Flying,50,55,50,36,30,43,5,0,0
1422,Electric,Normal,62,55,52,109,94,109,6,0,Grass,Poison,80,100,123,122,120,80,1,0,0
1423,Psychic,None,80,105,105,105,105,80,4,1,Fire,Flying,106,130,90,110,154,90,2,1,1
1424,Dark,None,70,90,70,60,60,70,3,0,Psychic,None,65,65,60,130,95,110,2,0,0
1425,Steel,None,70,140,230,60,80,50,3,0,Dark,None,64,88,50,88,50,106,5,0,1
1426,Water,None,50,70,50,50,50,40,3,0,Dragon,Flying,95,145,130,120,90,120,3,0,1
1427,Water,Dragon,75,95,95,95,95,85,2,0,Psychic,None,55,50,65,175,95,150,1,0,1
1428,Dragon,Fairy,75,110,110,110,105,80,3,0,Grass,None,40,40,50,30,30,30,3,0,0
1429,Fight,None,35,35,35,35,35,35,2,0,Electric,None,70,75,80,135,80,135,3,0,1
1430,Fire,Flying,78,84,78,109,85,100,1,0,Ghost,Grass,43,70,48,50,60,38,6,0,0
1431,Water,Ground,70,85,70,60,70,50,3,0,Water,Poison,40,40,35,50,100,70,1,0,1
1432,Ghost,None,45,100,135,65,135,45,4,0,Electric,None,60,45,70,45,90,95,4,0,1
1433,Poison,Fight,83,106,65,86,65,85,4,0,Dark,None,35,55,35,30,30,35,3,0,0
1434,Dragon,None,45,75,60,40,30,50,3,0,Normal,Fight,65,136,94,54,96,135,4,0,1
1435,Normal,None,60,85,69,60,69,77,5,0,Fight,None,105,140,95,55,65,45,5,0,0
1436,Normal,Psychic,100,77,77,128,128,90,5,0,Grass,Ice,90,132,105,132,105,30,4,0,0
1437,Psychic,None,70,55,95,95,110,65,5,0,Bug,Flying,65,155,120,65,90,105,1,0,1
1438,Ghost,Poison,60,65,60,130,75,110,1,0,Normal,Flying,35,85,45,35,35,75,1,0,1
