,1Type1,1Type2,1HP,1Attack,1Defence,1Sp.Attack,1Sp.Def,1Speed,1Generation,1Legendary,2Type1,2Type2,2HP,2Attack,2Defence,2Sp.Attack,2Sp.Def,2Speed,2Generation,2Legendary,Winner
46041,Steel,Psychic,60,75,100,55,80,50,3,0,Dark,Ghost,50,85,125,85,115,20,3,0,0
46042,Dark,None,65,150,60,115,60,115,3,0,Water,Flying,45,20,50,60,120,50,4,0,0
46043,Dragon,None,90,100,70,110,150,80,6,0,Normal,None,60,90,70,60,120,40,3,0,0
46044,Rock,Ground,80,120,130,55,65,45,1,0,Bug,Grass,55,63,90,50,80,42,5,0,0
46045,Grass,Ice,60,62,50,62,60,40,4,0,Rock,Grass,86,81,97,81,107,43,3,0,1
46046,Normal,None,73,95,62,85,65,85,2,0,Water,None,76,48,48,57,62,34,4,0,0
46047,Bug,Flying,70,80,102,80,102,40,4,0,Electric,Fire,50,65,107,105,107,86,4,0,1
46048,Normal,None,38,36,38,32,36,57,6,0,Bug,None,45,22,60,27,30,29,6,0,0
46049,Electric,None,65,83,57,95,85,105,1,0,Grass,None,75,75,55,105,85,30,2,0,0
46050,Normal,None,55,20,35,20,45,75,2,0,Normal,Flying,100,123,75,57,75,80,5,0,1
46051,Grass,None,70,85,65,105,85,120,3,0,Normal,Fairy,90,30,15,40,20,15,2,0,0
46052,Grass,None,60,62,80,63,80,60,2,0,Electric,None,65,65,60,110,95,130,1,0,1
46053,Water,Psychic,95,75,80,100,110,30,2,0,Dragon,Flying,95,135,80,110,80,100,3,0,1
46054,Steel,None,70,140,230,60,80,50,3,0,Electric,None,60,85,49,60,49,60,4,0,1
46055,Bug,Fire,85,60,65,135,105,100,5,0,Electric,None,55,40,40,65,45,35,2,0,0
46056,Ghost,None,44,75,35,63,33,45,3,0,Dragon,None,45,50,35,55,75,40,6,0,0
46057,Psychic,None,65,50,70,95,80,65,3,0,Normal,None,75,100,66,60,66,115,4,0,1
46058,Normal,None,40,45,35,40,40,90,1,0,Bug,Grass,35,70,55,45,55,25,1,0,0
46059,Bug,None,45,45,35,20,30,20,3,0,Water,None,55,130,115,50,50,75,1,0,1
46060,Bug,Fight,80,125,75,40,95,85,2,0,Poison,None,105,105,75,65,100,50,1,0,0
46061,Psychic,Fairy,68,85,65,165,135,100,3,0,Normal,Fight,65,136,94,54,96,135,4,0,1
46062,Fairy,None,44,38,39,61,79,42,6,0,Rock,Ground,80,120,130,55,65,45,1,0,1
46063,Fire,None,55,70,45,70,50,60,1,0,Dragon,Ice,125,120,90,170,100,95,5,1,1
46064,Ground,Electric,109,66,84,81,99,32,5,0,Psychic,Fight,68,125,65,65,115,80,4,0,1
46065,Grass,None,45,35,45,62,53,35,4,0,Fight,None,50,95,95,35,110,70,2,0,1
46066,Grass,None,45,35,50,70,50,30,5,0,Ground,None,10,55,25,35,45,95,1,0,0
46067,Water,Dark,63,120,85,90,55,55,3,0,Psychic,Flying,55,45,43,55,43,72,5,0,1
46068,Normal,None,75,100,95,40,70,110,1,0,Dragon,Psychic,80,90,80,130,110,110,3,1,1
46069,Bug,None,50,20,55,25,25,30,1,0,Flying,Dragon,40,30,35,45,40,55,6,0,1
46070,Normal,Flying,50,55,50,36,30,43,5,0,Fire,None,58,64,58,80,65,80,1,0,1
46071,Water,None,59,63,80,65,80,58,1,0,Normal,None,85,110,90,45,90,80,5,0,1
46072,Fight,None,70,80,50,35,35,35,1,0,Water,Ground,95,85,85,65,65,35,2,0,1
46073,Steel,Rock,70,110,180,60,60,50,3,0,Psychic,None,45,30,40,105,50,20,5,0,0
46074,Steel,Ground,75,85,200,55,65,30,2,0,Ghost,None,45,100,135,65,135,45,4,0,1
46075,Fight,None,45,85,50,55,50,65,5,0,Rock,None,30,45,135,45,90,30,3,0,0
46076,Grass,Poison,80,100,123,122,120,80,1,0,Electric,Steel,70,70,115,130,90,60,4,0,1
46077,Normal,Flying,40,45,40,35,35,56,1,0,Poison,Flying,40,45,35,30,40,55,1,0,0
46078,Ice,Water,70,40,50,55,50,25,3,0,Ground,Dragon,50,70,50,50,50,70,3,0,1
46079,Ground,Psychic,40,40,55,40,70,55,3,0,Fire,Water,80,110,120,130,90,70,6,1,1
46080,Ghost,None,64,115,65,83,63,65,3,0,Rock,Dark,100,164,150,95,120,71,2,0,1
46081,Water,Fight,91,72,90,129,90,108,5,0,Electric,None,80,120,79,95,79,70,4,0,0
46082,Fire,Dragon,78,130,111,130,85,100,1,0,Normal,None,30,56,35,25,35,72,1,0,0
46083,Water,None,45,67,60,35,50,63,1,0,Water,Ground,110,78,73,76,71,60,3,0,0
46084,Water,Ground,50,48,43,46,41,60,3,0,Fire,Fight,80,160,80,130,80,100,3,0,1
46085,Ground,None,100,150,140,100,90,90,3,1,Fire,None,73,76,75,81,100,100,1,0,1
46086,Grass,None,45,35,45,62,53,35,4,0,Fairy,None,126,131,95,131,98,99,6,1,1
46087,Water,Ground,95,85,85,65,65,35,2,0,Water,None,30,65,100,45,25,40,1,0,1
46088,Electric,None,75,123,67,95,85,95,4,0,Psychic,None,80,105,105,105,105,80,4,1,0
46089,Ghost,Grass,43,70,48,50,60,38,6,0,Fire,None,40,40,40,70,40,20,2,0,0
46090,Ghost,Grass,43,70,48,50,60,38,6,0,Psychic,None,48,72,48,72,48,48,2,0,1
46091,Psychic,Fight,68,165,95,65,115,110,4,0,Fight,None,45,85,50,55,50,65,5,0,0
46092,Dark,None,95,65,110,60,130,65,2,0,Dark,Fight,65,90,115,45,115,58,5,0,0
46093,Fairy,None,95,70,73,95,90,60,1,0,Normal,None,105,125,100,60,100,100,1,0,1
46094,Grass,Ground,95,109,105,75,85,56,4,0,Normal,None,60,80,50,50,50,40,2,0,0
46095,Ground,Flying,75,95,125,45,75,95,4,0,Grass,Flying,100,103,75,120,75,127,4,1,1
46096,Fairy,None,60,80,50,40,40,30,2,0,Ice,None,51,65,65,80,75,59,5,0,1
46097,Bug,None,50,65,90,35,35,15,2,0,Dragon,Flying,95,145,130,120,90,120,3,0,1
46098,Electric,None,65,83,57,95,85,105,1,0,Ghost,None,40,70,130,60,130,25,3,0,0
46099,Fire,None,105,140,55,30,55,95,5,0,Fire,None,38,41,40,50,65,65,1,0,0
46100,Ghost,Poison,60,65,80,170,95,130,1,0,Psychic,Flying,67,57,55,77,55,114,5,0,0
46101,Water,None,41,56,40,62,44,71,6,0,Grass,Dark,70,70,40,60,40,60,3,0,0
46102,Water,Grass,40,30,30,40,50,30,3,0,Poison,None,73,100,60,100,60,65,3,0,1
46103,Bug,Poison,40,60,40,40,40,30,2,0,Water,Flying,62,44,50,44,50,55,5,0,1
46104,Normal,Flying,85,120,70,50,60,100,4,0,Normal,None,73,115,60,60,60,90,3,0,0
46105,Dragon,Flying,95,135,80,110,80,100,3,0,Psychic,None,75,125,70,125,70,115,4,1,1
46106,Water,Electric,75,38,38,56,56,67,2,0,Rock,Flying,75,140,65,112,65,110,5,0,1
46107,Ground,Flying,89,145,90,105,80,91,5,1,Psychic,None,74,48,76,83,81,104,6,0,1
46108,Normal,None,55,20,35,20,45,75,2,0,Ground,Flying,89,125,90,115,80,101,5,1,1
46109,Steel,Rock,50,70,100,40,40,30,3,0,Bug,Water,40,30,32,50,52,65,3,0,1
46110,Rock,Fairy,50,160,110,160,110,110,6,1,Normal,None,120,120,120,120,120,120,4,1,1
46111,Bug,Flying,55,35,50,55,110,85,2,0,Dragon,Ice,125,170,100,120,90,95,5,1,1
46112,Grass,Dark,70,70,40,60,40,60,3,0,Grass,None,65,110,130,60,65,95,4,0,1
46113,Electric,None,90,75,85,115,90,55,2,0,Bug,Rock,70,95,125,65,75,45,5,0,0
46114,Normal,Fight,65,136,94,54,96,135,4,0,Normal,None,120,120,120,120,120,120,4,1,0
46115,Water,None,59,63,80,65,80,58,1,0,Fire,Fight,80,120,70,110,70,80,3,0,1
46116,Ghost,Grass,49,66,70,44,55,51,6,0,Water,Ground,111,83,68,92,82,39,4,0,0
46117,Fairy,None,95,65,65,110,130,60,6,0,Electric,None,65,83,57,95,85,105,1,0,1
46118,Fight,None,40,70,40,35,40,60,4,0,Rock,None,30,45,135,45,90,30,3,0,0
46119,Grass,None,50,85,40,85,40,35,3,0,Normal,None,55,55,50,45,65,55,1,0,1
46120,Grass,Ice,90,132,105,132,105,30,4,0,Water,None,55,130,115,50,50,75,1,0,0
46121,Ground,Psychic,40,40,55,40,70,55,3,0,Dark,Dragon,52,65,50,45,50,38,5,0,0
46122,Steel,Rock,70,110,180,60,60,50,3,0,Water,Flying,65,40,70,80,140,70,2,0,1
46123,Fairy,None,95,65,65,110,130,60,6,0,Ground,Steel,110,135,60,50,65,88,5,0,1
46124,Fire,Fight,76,104,71,104,71,108,4,0,Steel,None,60,100,115,70,85,90,5,0,0
46125,Bug,Flying,60,45,50,90,80,70,1,0,Bug,Ghost,1,90,45,30,30,40,3,0,0
46126,Grass,Poison,60,62,63,80,80,60,1,0,Psychic,Fight,106,190,100,154,100,130,1,1,1
46127,Water,Fight,90,95,95,70,90,70,1,0,Dark,Flying,126,131,95,131,98,99,6,1,1
46128,Bug,None,37,25,41,25,41,25,4,0,Rock,Bug,75,125,100,70,80,45,3,0,1
46129,Grass,Dark,70,115,60,115,60,55,3,0,Fight,Steel,70,110,70,115,70,90,4,0,1
46130,Steel,Psychic,80,145,150,105,110,110,3,0,Water,None,55,65,35,60,30,85,4,0,0
46131,Bug,Flying,60,45,50,90,80,70,1,0,Normal,None,73,95,62,85,65,85,2,0,1
46132,Water,None,64,66,68,81,76,50,4,0,Dark,Ghost,50,85,125,85,115,20,3,0,1
46133,Normal,Flying,83,80,80,135,80,121,1,0,Fire,None,58,64,58,80,65,80,2,0,0
46134,Grass,None,50,85,40,85,40,35,3,0,Grass,Poison,60,65,70,85,75,40,1,0,1
46135,Psychic,Flying,72,58,80,103,80,97,5,0,Psychic,Dark,80,160,60,170,130,80,6,1,0
46136,Water,Flying,60,50,100,85,70,65,3,0,Bug,Flying,86,76,86,116,56,95,4,0,1
46137,Electric,Fire,50,65,107,105,107,86,4,0,Steel,Flying,65,80,140,40,70,70,2,0,0
46138,Bug,Grass,55,63,90,50,80,42,5,0,Rock,Steel,60,52,168,47,138,30,4,0,0
46139,Psychic,Dark,80,160,60,170,130,80,6,1,Psychic,None,45,30,50,65,50,45,4,0,0
46140,Water,Steel,84,86,88,111,101,60,4,0,Dragon,Flying,105,150,90,150,90,95,3,1,1
46141,Water,None,30,40,70,70,25,60,1,0,Psychic,Ghost,80,110,60,150,130,70,6,1,1
46142,Normal,Flying,65,90,65,61,61,100,1,0,Water,None,100,75,115,90,115,85,2,1,0
46143,Normal,None,135,85,40,40,85,5,4,0,Bug,Flying,65,65,45,75,45,95,2,0,0
46144,Water,Ground,100,150,110,95,110,70,3,0,Fight,None,35,35,35,35,35,35,2,0,0
46145,Normal,None,75,80,60,65,90,102,6,0,Normal,Flying,35,85,45,35,35,75,1,0,0
46146,Rock,Ground,55,95,115,45,45,35,1,0,Bug,Flying,70,80,102,80,102,40,4,0,1
46147,Water,Grass,40,30,30,40,50,30,3,0,Fire,Flying,90,100,90,125,85,90,1,1,1
46148,Electric,Flying,79,115,70,125,80,111,5,1,Psychic,Flying,67,57,55,77,55,114,5,0,1
46149,Psychic,None,65,40,50,125,60,30,5,0,Fairy,None,95,70,73,95,90,60,1,0,1
46150,Ground,None,10,55,25,35,45,95,1,0,Grass,Ice,90,92,75,92,85,60,4,0,1
46151,Ice,None,80,50,100,100,200,50,3,1,Bug,Ground,60,79,105,59,85,36,4,0,0
46152,Water,None,30,105,90,25,25,50,1,0,Psychic,None,100,100,100,100,100,100,1,0,1
46153,Rock,Fairy,50,50,150,50,150,50,6,0,Psychic,Flying,40,50,45,70,45,70,2,0,1
46154,Rock,Grass,66,41,77,61,87,23,3,0,Electric,None,85,115,80,105,80,50,5,0,1
46155,Fight,Steel,70,110,70,115,70,90,4,0,Rock,Water,35,40,100,90,55,35,1,0,0
46156,Dragon,None,46,87,60,30,40,57,5,0,Water,None,30,40,70,70,25,60,1,0,1
46157,Grass,Poison,80,82,83,100,100,80,1,0,Rock,Dragon,58,89,77,45,45,48,6,0,0
46158,Psychic,Grass,100,100,100,100,100,100,2,0,Fire,Ground,70,120,100,145,105,20,3,0,0
46159,Ground,Dragon,50,70,50,50,50,70,3,0,Rock,Psychic,70,55,65,95,85,70,3,0,1
46160,Ground,Rock,105,130,120,45,45,40,1,0,Fire,None,115,115,85,90,75,100,2,1,1
46161,Psychic,None,76,25,45,67,55,24,5,0,Psychic,Flying,72,58,80,103,80,97,5,0,1
46162,Rock,Water,72,105,115,54,86,68,6,0,Steel,Fight,91,90,129,90,72,108,5,1,1
46163,Water,None,65,65,65,50,50,90,1,0,Rock,None,67,125,40,30,30,58,4,0,0
46164,Steel,Psychic,40,55,80,35,60,30,3,0,Flying,Dragon,85,70,80,97,80,123,6,0,1
46165,Bug,Poison,65,150,40,15,80,145,1,0,Grass,Poison,40,30,35,50,70,55,4,0,0
46166,Ice,None,95,110,80,70,80,50,5,0,Fight,None,70,80,50,35,35,35,1,0,0
46167,Dark,Fire,45,60,30,80,50,65,2,0,Grass,Poison,60,70,65,125,105,90,4,0,1
46168,Poison,Dragon,65,75,90,97,123,44,6,0,Poison,Ground,81,102,77,85,75,85,1,0,1
46169,Steel,Ground,75,85,200,55,65,30,2,0,Normal,None,84,71,43,71,43,48,3,0,1
46170,Bug,Flying,70,60,62,80,82,60,3,0,Water,Rock,100,90,130,45,65,55,3,0,0
46171,Electric,None,45,65,34,40,34,45,4,0,Dark,None,41,50,37,50,37,66,5,0,1
46172,Normal,None,73,95,62,85,65,85,2,0,Rock,Water,42,52,67,39,56,50,6,0,0
46173,Ghost,Flying,150,80,44,90,54,80,4,0,Normal,Flying,40,60,30,31,31,70,1,0,1
46174,Ground,None,90,120,120,60,60,50,2,0,Ice,Ground,50,50,40,30,30,50,2,0,1
46175,Grass,None,60,40,60,40,60,35,3,0,Ghost,Fire,60,40,60,95,60,55,5,0,1
46176,Water,Flying,40,30,30,55,30,85,3,0,Poison,Flying,40,45,35,30,40,55,1,0,0
46177,Ghost,Grass,54,66,70,44,55,46,6,0,Bug,Rock,50,65,85,35,35,55,5,0,1
46178,Electric,Steel,70,70,115,130,90,60,4,0,Water,Flying,75,87,63,87,63,98,5,0,1
46179,Rock,Grass,66,41,77,61,87,23,3,0,Dark,None,65,130,60,75,60,75,3,0,1
46180,Water,Flying,60,50,100,85,70,65,3,0,Water,None,30,65,100,45,25,40,1,0,0
46181,Fire,Normal,62,50,58,73,54,72,6,0,Grass,None,66,65,48,62,57,52,6,0,0
46182,Psychic,None,50,180,20,180,20,150,3,1,Steel,Dragon,100,120,120,150,100,90,4,1,0
46183,Electric,None,80,120,79,95,79,70,4,0,Normal,None,85,76,64,45,55,90,2,0,1
46184,Fairy,None,101,72,72,99,89,29,6,0,Normal,Flying,100,50,50,76,96,70,2,0,1
46185,Fairy,None,70,45,48,60,65,35,1,0,Rock,Water,35,40,100,90,55,35,1,0,1
46186,Normal,None,150,160,100,95,65,100,3,0,Rock,Ice,123,77,72,99,92,58,6,0,0
46187,Rock,Fight,91,129,90,72,90,108,5,1,Ground,Dark,95,117,80,65,70,92,5,0,0
46188,Fight,None,50,120,53,35,110,87,1,0,Fire,None,59,59,58,90,70,73,6,0,0
46189,Normal,None,75,100,95,40,70,110,1,0,Normal,None,30,56,35,25,35,72,1,0,0
46190,Water,None,55,55,45,63,45,45,5,0,Fire,None,65,100,70,80,80,105,1,0,1
46191,Rock,Ground,35,45,160,30,45,70,1,0,Ground,Flying,75,95,125,45,75,95,4,0,1
46192,Normal,Flying,45,50,43,40,38,62,6,0,Normal,Flying,60,110,70,60,60,100,1,0,1
46193,Fairy,Flying,85,50,95,120,115,80,4,0,Rock,Grass,66,41,77,61,87,23,3,0,0
46194,Water,Fairy,70,20,50,20,50,40,2,0,Electric,None,45,65,34,40,34,45,4,0,1
46195,Electric,None,60,90,55,90,80,110,1,0,Normal,None,45,55,39,35,39,42,5,0,0
46196,Dark,None,95,65,110,60,130,65,2,0,Normal,Psychic,100,77,77,128,128,90,5,0,1
46197,Psychic,None,100,100,100,100,100,100,1,0,Grass,None,40,40,50,30,30,30,3,0,0
46198,Psychic,Fairy,40,45,65,100,120,90,1,0,Poison,Fight,83,106,65,86,65,85,4,0,0
46199,Normal,None,40,45,35,40,40,90,1,0,Normal,None,75,100,95,40,70,110,1,0,1
46200,Normal,Psychic,100,77,77,128,128,90,5,0,Psychic,Flying,40,50,45,70,45,70,2,0,0
46201,Psychic,None,25,20,15,105,55,90,1,0,Water,None,35,64,85,74,55,32,3,0,1
46202,Dragon,None,77,120,90,60,90,48,5,0,Water,Poison,40,40,35,50,100,70,1,0,0
46203,Ghost,Flying,90,50,34,60,44,70,4,0,Grass,None,61,78,95,56,58,57,6,0,0
46204,Dragon,None,76,147,90,60,70,97,5,0,Water,Ice,50,95,180,85,45,70,1,0,0
46205,Grass,Poison,60,65,70,85,75,40,1,0,Ice,Psychic,65,50,35,115,95,95,1,0,1
46206,Ice,Ground,100,100,80,60,60,50,2,0,Electric,Ghost,50,50,77,95,77,91,4,0,1
46207,Water,None,20,10,55,15,20,80,1,0,Ground,Psychic,40,40,55,40,70,55,3,0,0
46208,Steel,Dragon,100,120,120,150,100,90,4,1,Normal,Flying,62,77,62,50,42,65,5,0,0
46209,Fight,None,50,120,53,35,110,87,1,0,Normal,None,150,160,100,95,65,100,3,0,1
46210,Bug,Fire,85,60,65,135,105,100,5,0,Ground,Dark,50,72,35,35,35,65,5,0,0
46211,Fire,Flying,62,73,55,56,52,84,6,0,Ghost,Grass,75,95,122,58,75,69,6,0,0
46212,Bug,Flying,40,20,30,40,80,55,2,0,Grass,None,70,85,65,105,85,120,3,0,1
46213,Psychic,None,50,95,90,95,90,180,3,1,Ground,Dragon,50,70,50,50,50,70,3,0,0
46214,Fight,None,65,105,60,60,70,95,1,0,Steel,Flying,65,80,140,40,70,70,2,0,0
46215,Water,None,100,100,100,100,100,100,4,0,Poison,None,70,62,67,55,55,56,1,0,0
46216,Grass,Poison,75,80,85,110,90,50,1,0,Water,Ice,50,95,180,85,45,70,1,0,1
46217,Electric,Ghost,50,50,77,95,77,91,4,0,Normal,None,84,71,43,71,43,48,3,0,1
46218,Psychic,Flying,40,50,45,70,45,70,2,0,Fire,None,105,140,55,30,55,95,5,0,1
46219,Rock,Dark,100,134,110,95,100,61,2,0,Normal,None,64,51,23,51,23,28,3,0,0
46220,Poison,Fight,48,61,40,61,40,50,4,0,Grass,None,70,60,70,87,78,85,4,0,1
46221,Steel,None,60,100,115,70,85,90,5,0,Psychic,None,50,70,160,70,160,90,3,1,1
46222,Dragon,None,45,75,60,40,30,50,3,0,Psychic,None,106,150,70,194,120,140,1,1,1
46223,Fire,None,40,45,40,62,60,60,6,0,Rock,Steel,30,42,118,42,88,30,4,0,0
46224,Fire,Fight,80,160,80,130,80,100,3,0,Bug,Flying,55,35,50,55,110,85,2,0,0
46225,Normal,None,65,60,70,85,75,40,1,0,Grass,None,45,35,50,70,50,30,5,0,0
46226,Steel,Psychic,60,75,100,55,80,50,3,0,Fight,None,50,95,95,35,110,70,2,0,1
46227,Normal,None,65,76,84,54,96,105,4,0,Water,None,95,100,85,108,70,70,5,0,0
46228,Bug,Steel,70,130,100,55,80,65,2,0,Fire,None,90,110,80,100,80,95,1,0,1
46229,Electric,Flying,55,75,60,75,60,103,5,0,Grass,Fairy,60,67,85,77,75,116,5,0,1
46230,Grass,Psychic,95,95,85,125,65,55,1,0,Bug,None,50,75,45,40,45,60,5,0,1
46231,Electric,Grass,50,65,107,105,107,86,4,0,Steel,None,60,100,115,70,85,90,5,0,1
46232,Psychic,None,75,75,75,125,95,40,5,0,Rock,Bug,75,125,100,70,80,45,3,0,1
46233,Electric,Normal,44,38,33,61,43,70,6,0,Steel,Rock,70,110,180,60,60,50,3,0,0
46234,Electric,None,35,55,40,45,40,60,5,0,Dark,None,40,65,40,80,40,65,5,0,1
46235,Normal,None,70,70,70,70,70,70,3,0,Poison,Fight,48,61,40,61,40,50,4,0,0
46236,Grass,None,30,30,30,30,30,30,2,0,Dark,Steel,65,125,100,60,70,70,5,0,1
46237,Grass,Flying,99,68,83,72,87,51,3,0,Steel,None,80,75,150,75,150,50,3,1,0
46238,Ghost,Grass,54,66,70,44,55,46,6,0,Bug,None,50,35,55,25,25,15,3,0,0
46239,Normal,Grass,60,60,50,40,50,75,5,0,Steel,Rock,60,90,140,50,50,40,3,0,0
46240,Rock,Grass,66,41,77,61,87,23,3,0,Grass,Poison,60,65,70,85,75,40,1,0,1
46241,Steel,Psychic,67,89,116,79,116,33,4,0,Fight,None,35,35,35,35,35,35,2,0,1
46242,Water,None,55,55,45,63,45,45,5,0,Grass,Poison,50,75,35,70,30,40,1,0,0
46243,Dark,Dragon,92,105,90,125,90,98,5,0,Grass,Poison,40,30,35,50,70,55,4,0,0
46244,Normal,None,150,160,100,95,65,100,3,0,Water,Electric,125,58,58,76,76,67,2,0,0
46245,Water,None,44,48,65,50,64,43,1,0,Grass,Flying,75,55,70,55,95,110,2,0,1
46246,Rock,None,97,165,60,65,50,58,4,0,Fire,Normal,86,68,72,109,66,106,6,0,0
46247,Water,None,65,65,65,50,50,90,1,0,Electric,None,70,55,55,80,60,45,2,0,0
46248,Ice,Ghost,70,80,70,80,70,110,4,0,Water,None,44,48,65,50,64,43,1,0,1
46249,Psychic,Fight,106,190,100,154,100,130,1,1,Dragon,Flying,105,180,100,180,100,115,3,1,0
46250,Poison,None,65,90,120,85,70,60,1,0,Ice,None,71,95,85,110,95,79,5,0,1
46251,Water,None,65,45,55,45,70,45,1,0,Fire,None,50,85,55,65,65,90,1,0,1
46252,Dragon,None,45,75,60,40,30,50,3,0,Normal,Fairy,90,30,15,40,20,15,2,0,0
46253,Fairy,None,82,80,86,85,75,72,6,0,Normal,Flying,50,55,50,36,30,43,5,0,0
46254,Grass,None,75,75,95,75,95,113,5,0,Water,Dark,72,95,67,103,71,122,6,0,1
46255,Rock,Fairy,50,50,150,50,150,50,6,0,Fire,None,85,97,66,105,66,65,5,0,1
46256,Grass,Flying,100,103,75,120,75,127,4,1,Rock,None,97,165,60,65,50,58,4,0,0
46257,Electric,None,85,115,80,105,80,50,5,0,Ghost,Grass,75,95,122,58,75,69,6,0,1
46258,Dragon,None,76,147,90,60,70,97,5,0,Steel,Psychic,80,145,150,105,110,110,3,0,1
46259,Normal,None,55,50,40,40,40,75,5,0,Fight,Psychic,30,40,55,40,55,60,3,0,0
46260,Ghost,Grass,85,110,76,65,82,56,6,0,Normal,None,40,45,35,40,40,90,1,0,1
46261,Normal,None,73,95,62,85,65,85,2,0,Fairy,None,126,131,95,131,98,99,6,1,1
46262,Fire,Flying,90,100,90,125,85,90,1,1,Water,None,43,80,65,50,35,35,3,0,0
46263,Normal,Flying,70,83,50,37,50,60,5,0,Bug,Flying,55,35,50,55,110,85,2,0,1
46264,Dragon,Ground,58,70,45,40,45,42,4,0,Psychic,None,45,30,50,55,65,45,5,0,1
46265,Fire,None,70,85,140,85,70,20,3,0,Ghost,Grass,43,70,48,50,60,38,6,0,1
46266,Electric,None,35,55,40,45,40,60,5,0,Dark,Ghost,50,75,75,65,65,50,3,0,1
46267,Water,None,100,75,115,90,115,85,2,1,Water,None,76,48,48,57,62,34,4,0,0
46268,Water,None,55,104,105,94,75,52,3,0,Bug,Ground,31,45,90,30,30,40,3,0,0
46269,Water,None,76,48,48,57,62,34,4,0,Dark,None,70,90,70,60,60,70,3,0,1
46270,Grass,None,65,55,115,100,40,60,1,0,Bug,Ground,60,79,105,59,85,36,4,0,0
46271,Grass,Dark,90,100,60,90,60,80,3,0,Dragon,None,66,117,70,40,50,67,5,0,0
46272,Water,Psychic,95,75,110,100,80,30,1,0,Rock,None,80,100,200,50,100,50,3,1,1
46273,Water,None,69,69,76,69,86,91,4,0,Electric,None,55,40,40,65,45,35,2,0,0
46274,Water,None,35,65,35,65,35,65,2,0,Bug,None,38,35,40,27,25,35,6,0,0
46275,Dragon,Flying,105,180,100,180,100,115,3,1,Water,Flying,40,30,30,55,30,85,3,0,0
46276,Bug,Flying,61,90,45,50,50,160,3,0,Dark,None,65,150,60,115,60,115,3,0,0
46277,Electric,None,75,100,63,80,63,116,5,0,Fight,Steel,70,145,88,140,70,112,4,0,0
46278,Bug,Poison,70,65,60,90,75,90,1,0,Steel,Fairy,57,80,91,80,87,75,6,0,0
46279,Fire,None,50,85,55,65,65,90,1,0,Water,Ground,105,95,75,85,75,74,5,0,0
46280,Poison,None,40,65,95,60,45,35,1,0,Grass,Poison,65,90,50,85,45,55,1,0,1
46281,Water,None,95,60,79,100,125,81,3,0,Steel,Psychic,57,24,86,24,86,23,4,0,0
46282,Bug,None,50,35,55,25,25,15,3,0,Normal,Ground,85,56,77,50,77,78,6,0,1
46283,Dragon,Ground,108,170,115,120,95,92,4,0,Dark,None,41,50,37,50,37,66,5,0,0
46284,Rock,None,67,125,40,30,30,58,4,0,Dark,Flying,126,131,95,131,98,99,6,1,1
46285,Grass,Poison,60,65,70,85,75,40,1,0,Dragon,Flying,105,150,90,150,90,95,3,1,1
46286,Grass,None,40,40,50,30,30,30,3,0,Electric,None,60,40,50,75,85,95,3,0,1
46287,Ghost,Grass,43,70,48,50,60,38,6,0,Normal,None,85,80,70,135,75,90,4,0,1
46288,Fire,None,78,84,78,109,85,100,2,0,Fire,None,58,64,58,80,65,80,2,0,0
46289,Water,None,43,80,65,50,35,35,3,0,Water,None,165,75,80,40,45,65,5,0,1
46290,Bug,Steel,71,120,95,120,95,99,5,0,Rock,Water,72,105,115,54,86,68,6,0,0
46291,Psychic,None,45,30,50,65,50,45,4,0,Rock,Dragon,82,121,119,69,59,71,6,0,1
46292,Water,None,55,130,115,50,50,75,1,0,Rock,Ground,80,120,130,55,65,45,1,0,0
46293,Steel,Ground,75,125,230,55,95,30,2,0,Fight,None,85,105,85,40,50,40,5,0,1
46294,Fight,None,105,140,95,55,65,45,5,0,Ice,None,70,50,30,95,135,105,5,0,0
46295,Ghost,Poison,45,50,45,115,55,95,1,0,Psychic,Dark,80,160,60,170,130,80,6,1,0
46296,Dark,Fire,45,60,30,80,50,65,2,0,Water,None,95,60,79,100,125,81,3,0,1
46297,Normal,None,103,60,86,60,86,50,5,0,Rock,Fairy,50,50,150,50,150,50,6,0,1
46298,Psychic,Fight,68,125,65,65,115,80,4,0,Normal,None,135,85,40,40,85,5,4,0,0
46299,Normal,Water,79,85,60,55,60,71,4,0,Water,Ghost,55,40,50,65,85,40,5,0,0
46300,Bug,None,65,47,55,73,75,85,3,0,Normal,Ground,85,56,77,50,77,78,6,0,0
46301,Rock,None,70,105,105,50,40,20,5,0,Water,None,30,45,55,70,55,85,1,0,0
46302,Normal,None,59,45,40,35,40,31,4,0,Rock,Dragon,58,89,77,45,45,48,6,0,1
46303,Dark,None,65,150,60,115,60,115,3,0,Grass,None,30,30,30,30,30,30,2,0,0
46304,Fire,None,44,58,44,58,44,61,4,0,Dragon,Ground,108,170,115,120,95,92,4,0,1
46305,Water,Fairy,70,20,50,20,50,40,2,0,Fire,None,40,45,40,62,60,60,6,0,1
46306,Ghost,Grass,75,95,122,58,75,69,6,0,Psychic,None,106,150,70,194,120,140,1,1,1
46307,Bug,Flying,70,60,62,80,82,60,3,0,Fight,None,70,80,50,35,35,35,1,0,0
46308,Water,None,75,105,75,105,75,45,2,0,Water,Grass,80,70,70,90,100,70,3,0,1
46309,Poison,None,105,105,75,65,100,50,1,0,Normal,None,100,5,5,15,65,30,4,0,0
46310,Normal,Flying,40,60,30,31,31,70,1,0,Ground,Dragon,80,100,80,80,80,100,3,0,1
